Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2022-09-20 06:23:34,161.249.177.62,23.243.23.240,31622,14009,Tcp,691,Data,Ftp,Saepe earum temporibus error veniam cumque delectus tempore. Magnam mollitia perferendis soluta exercitationem. Eos veritatis quidem natus possimus.,Ioc Detected,17.53,,Malware,Known Pattern B,Ignored,Low,Pranay Choudhury,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),Segment C,"Khora , Assam",76.43.172.87,Log Data,,Firewall
2020-08-02 23:21:14,104.187.55.91,42.147.178.123,47794,41310,Icmp,1046,Data,Ftp,Iusto animi deleniti maxime omnis ipsam delectus. Culpa ipsa assumenda similique quisquam pariatur repellat. Quis fugiat quod saepe accusantium enim.,,32.68,Alert Triggered,Ddos,Known Pattern B,Blocked,Low,Anya Tank,Mozilla/5.0 (Android 2.2.3; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,"Udaipur, Uttar Pradesh",,,,Server
2023-06-17 19:13:54,136.252.170.247,117.212.211.104,12445,49276,Tcp,378,Data,Http,Ratione magnam delectus iure expedita. Vero qui sapiente unde. Vero iste doloribus aliquam vitae. Tempore quisquam omnis debitis ab fugiat possimus reprehenderit. Consectetur accusamus fuga.,,19.31,Alert Triggered,Malware,Known Pattern A,Blocked,High,Urvi Garg,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; id-ID) AppleWebKit/534.44.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.44.5",Segment C,"Bharatpur, West Bengal",211.179.16.243,Log Data,,Firewall
2020-11-26 22:31:14,113.36.58.171,10.147.167.245,62995,26253,Icmp,1190,Control,Http,Maxime facere quam quod eligendi laboriosam sunt. Ab delectus quidem tempora quo minima. Asperiores consequuntur corporis id in voluptatem consequuntur. Ipsum error consequuntur a.,,55.48,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Oorja Vohra,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; rv:1.9.2.20) Gecko/9707-05-15 16:28:18 Firefox/5.0,Segment C,"Siliguri, Odisha",94.130.185.41,,,Server
2022-04-02 20:53:41,18.86.111.36,180.100.119.110,28276,60643,Udp,695,Data,Dns,Ab earum vero rem dolor. Quo deserunt quasi in. Quia ut et. Perspiciatis eveniet quo rem labore soluta corrupti.,Ioc Detected,86.42,,Intrusion,Known Pattern A,Ignored,Medium,Himmat Sibal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/60.0.811.0 Safari/534.1",Segment A,"Guna, West Bengal",209.42.25.136,,Alert Data,Server
2022-05-04 04:34:18,184.49.57.195,74.85.193.103,35070,6568,Tcp,262,Data,Ftp,Odit quas laudantium eum necessitatibus quia. Adipisci sequi accusantium. Cum dicta asperiores suscipit id ipsam occaecati inventore.,,59.07,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Abram Wali,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4883-07-26 05:23:22 Firefox/12.0,Segment A,"Aurangabad, Karnataka",,,Alert Data,Firewall
2021-11-02 03:55:14,109.194.80.179,94.3.34.66,8964,26738,Tcp,654,Data,Dns,Vitae dolorum incidunt quasi distinctio. In suscipit quae possimus. Aliquid esse distinctio fugiat corporis est.,Ioc Detected,24.25,,Malware,Known Pattern B,Ignored,Medium,Indranil Ramanathan,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.850.0 Safari/534.2",Segment C,"North Dumdum, Meghalaya",,,,Server
2020-03-09 00:47:42,46.86.124.76,78.213.119.183,27910,7068,Udp,687,Control,Http,Consectetur eos molestiae expedita molestiae. A doloribus est quisquam totam. Laboriosam culpa nobis nemo accusantium sequi. Ratione blanditiis ratione aut.,,16.33,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Madhav Saha,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,"Ghaziabad, Uttar Pradesh",217.239.244.108,Log Data,,Server
2021-07-15 11:44:15,76.208.47.20,82.109.168.197,61009,38549,Tcp,1440,Control,Ftp,Dolor eos itaque saepe. Similique suscipit amet temporibus. Voluptatem odio nobis ratione autem vitae. Eaque amet tempore ullam odit molestias molestias. Ratione esse hic sequi ut.,,94.02,Alert Triggered,Ddos,Known Pattern A,Logged,Low,Kimaya Dey,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/63.0.804.0 Safari/535.0",Segment C,"Unnao, Kerala",149.96.47.115,,Alert Data,Server
2021-10-23 01:45:12,178.138.224.94,39.223.171.241,37925,12021,Tcp,896,Control,Ftp,Aperiam praesentium beatae nemo id atque error. Aliquid iusto esse facere voluptatum ex. Ab quia veniam autem quidem doloribus. Saepe asperiores ipsum.,Ioc Detected,42.45,,Intrusion,Known Pattern B,Blocked,High,Aarna Mammen,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),Segment A,"Durgapur, Andhra Pradesh",,,,Server
2023-01-03 03:04:21,220.147.77.126,21.28.169.3,30737,39533,Tcp,409,Control,Ftp,Voluptates omnis ut cumque. Expedita suscipit molestias quisquam iure. Libero minus officia quod magnam fugiat vel. Possimus eos officiis nihil. Temporibus veritatis tempore cumque corrupti soluta.,,99.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Tiya Garde,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/22.0.893.0 Mobile/36T938 Safari/536.0",Segment A,"Ongole, Andhra Pradesh",,,Alert Data,Server
2022-09-12 19:30:34,50.139.89.24,115.69.251.250,54904,1107,Icmp,1322,Data,Ftp,Facere asperiores minus a eius cumque. Debitis perferendis tempore quaerat facilis harum iste. Facilis inventore consequuntur possimus rerum natus tempora.,Ioc Detected,47.46,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Mehul Sinha,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/9.6w1125.0 Mobile/30J675 Safari/532.0",Segment C,"Agartala, Assam",117.199.90.78,,Alert Data,Firewall
2020-03-20 04:08:22,195.155.249.248,44.145.249.191,32240,61699,Icmp,78,Data,Ftp,Aspernatur autem recusandae iure repellendus laborum rerum quaerat. Atque exercitationem et molestias quibusdam. Fugit aut et quas quas numquam facilis.,Ioc Detected,13.66,,Malware,Known Pattern A,Ignored,Medium,Shamik Bhargava,Mozilla/5.0 (Windows 95; ta-IN; rv:1.9.2.20) Gecko/2520-05-29 20:01:41 Firefox/9.0,Segment C,"Asansol, Bihar",77.241.197.157,,,Server
2021-08-12 02:17:33,52.91.202.77,131.49.17.44,63638,10562,Icmp,1071,Control,Http,Cupiditate ab reprehenderit quasi molestias. Assumenda sit aperiam voluptatum molestias commodi quos. Voluptates aspernatur cum dolorem sit. Accusantium ad explicabo.,,95.78,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Ahana Wagle,Opera/8.45.(Windows NT 6.2; cv-RU) Presto/2.9.170 Version/11.00,Segment B,"Kochi, Sikkim",,Log Data,Alert Data,Firewall
2020-03-14 09:37:43,188.86.6.139,214.138.157.164,18023,43651,Tcp,441,Control,Ftp,Pariatur voluptates soluta facere laborum. Modi ut consequuntur voluptatibus. Officia qui asperiores omnis ab explicabo illo provident. Autem accusantium molestias. Odit est animi nihil hic.,,93.89,Alert Triggered,Ddos,Known Pattern A,Logged,High,Amira Venkataraman,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.4.20) Gecko/8600-03-25 16:55:43 Firefox/3.8,Segment B,"Thanjavur, Bihar",197.46.15.120,,Alert Data,Firewall
2022-10-23 20:08:31,144.227.83.86,7.44.213.89,53032,57808,Tcp,420,Data,Ftp,Mollitia iusto deserunt corrupti. Quia voluptates ex doloremque iusto suscipit velit deserunt. Sunt rem corporis fuga rem dicta totam eaque. Repellat unde esse distinctio magni ex tenetur.,Ioc Detected,21.97,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Mishti Ganesh,Mozilla/5.0 (Android 1.6; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,Segment B,"Jamshedpur, Manipur",,,,Server
2020-11-18 15:16:48,209.22.93.30,8.151.128.45,42724,50140,Udp,1471,Data,Http,Ullam ducimus accusamus ratione blanditiis quis. Natus suscipit tempore temporibus. Cumque quibusdam voluptates tenetur voluptatem aliquam.,,25.25,,Malware,Known Pattern A,Ignored,Medium,Nirvaan Ahluwalia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3 rv:4.0; bhb-IN) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.12.7",Segment C,"Khandwa, Mizoram",75.66.87.220,Log Data,,Server
2021-06-01 20:44:14,216.67.141.160,56.86.35.73,55692,52425,Udp,82,Data,Ftp,Animi magnam exercitationem sint accusamus amet aperiam. Eveniet delectus iusto nostrum esse odio iure.,Ioc Detected,77.12,Alert Triggered,Ddos,Known Pattern A,Logged,Medium,Anya Samra,Opera/9.50.(Windows NT 5.0; cv-RU) Presto/2.9.179 Version/11.00,Segment A,"Chinsurah, Jharkhand",88.142.181.154,Log Data,Alert Data,Firewall
2022-01-20 07:09:04,129.164.9.92,18.86.180.129,40350,46321,Icmp,1469,Data,Http,Expedita velit suscipit dicta laudantium consectetur itaque. Atque ut magni natus neque. Vero molestiae quis cumque enim architecto exercitationem.,Ioc Detected,47.85,,Malware,Known Pattern B,Ignored,Medium,Aayush Khanna,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/50.0.848.0 Safari/535.1",Segment B,"Sultan Pur Majra, Odisha",133.51.46.174,,,Server
2020-09-01 16:56:56,14.67.77.13,79.36.118.25,54628,50317,Icmp,1217,Data,Ftp,Impedit accusamus praesentium. Quos optio id magni autem. Enim sed rerum vel dolorum nulla. Ad rerum quisquam nesciunt. Enim praesentium delectus. Reprehenderit optio ab eaque eligendi dolores ipsam.,,20.99,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Yakshit Iyengar,Opera/9.69.(X11; Linux i686; nn-NO) Presto/2.9.178 Version/10.00,Segment A,"Panchkula, Tripura",163.134.133.192,Log Data,,Firewall
2023-09-05 19:04:19,1.33.162.162,3.193.13.14,61363,59565,Udp,287,Data,Dns,Saepe asperiores maxime accusamus eaque. Nihil provident perspiciatis aspernatur reiciendis quod.,Ioc Detected,70.63,,Intrusion,Known Pattern A,Ignored,Medium,Shayak Khanna,Mozilla/5.0 (Windows CE; ht-HT; rv:1.9.1.20) Gecko/9523-08-25 01:09:53 Firefox/3.6.1,Segment B,"Narasaraopet, Madhya Pradesh",,Log Data,,Firewall
2022-11-06 20:46:48,9.94.122.186,220.244.15.60,38964,60287,Tcp,90,Control,Http,Dolores corporis rem voluptates. Quos excepturi facilis error laboriosam. Animi commodi quidem quam accusantium id repellat. Reiciendis autem a magnam voluptatum.,Ioc Detected,15.33,Alert Triggered,Malware,Known Pattern B,Logged,High,Faiyaz Dhaliwal,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.833.0 Safari/534.0",Segment A,"Jamnagar, Manipur",33.226.35.214,,Alert Data,Firewall
2021-12-13 10:37:22,173.173.143.142,34.195.38.137,50423,11141,Udp,98,Data,Http,Iusto quia iste cum modi. Minima ad amet. Exercitationem ad quia. Ex quae magni accusantium odit. Neque nihil suscipit aperiam repudiandae corporis. Maiores reiciendis harum quam ipsam.,Ioc Detected,43.4,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Pranay Gandhi,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.48.7 (KHTML, like Gecko) Version/5.0.5 Safari/533.48.7",Segment C,"Jaunpur, Andhra Pradesh",,,Alert Data,Server
2020-08-28 21:42:18,55.71.194.148,42.155.76.1,58874,3310,Udp,416,Data,Dns,Doloribus magni doloribus aliquid omnis. Numquam dicta dolorum harum quod assumenda voluptatibus. Aut quia molestiae officia sunt.,,6.18,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Indranil Devi,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/57.0.823.0 Mobile/66J067 Safari/535.2",Segment A,"Machilipatnam, Manipur",109.40.255.144,,,Firewall
2023-10-02 08:28:22,77.89.212.5,160.51.24.16,8827,46404,Udp,1028,Data,Http,Suscipit excepturi repellat deserunt. Eaque optio commodi labore assumenda omnis. Qui dolorum nostrum cum quae. Iste necessitatibus sunt. Repellat aliquam autem quas repellat.,Ioc Detected,5.11,,Intrusion,Known Pattern B,Logged,Medium,Kiaan Sama,Opera/8.36.(X11; Linux i686; ps-AF) Presto/2.9.161 Version/12.00,Segment A,"Hyderabad, Telangana",,Log Data,Alert Data,Server
2023-02-14 21:02:57,41.200.24.164,104.158.255.116,17588,20251,Tcp,85,Control,Ftp,Veniam distinctio ipsam consectetur temporibus. Cupiditate occaecati ullam maiores. Unde natus similique repudiandae.,,17.26,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Nehmat Borra,Opera/8.31.(X11; Linux x86_64; se-NO) Presto/2.9.165 Version/11.00,Segment B,"Bhiwandi, Chhattisgarh",,Log Data,Alert Data,Server
2020-12-08 06:04:02,164.100.57.242,210.41.89.190,29931,21322,Tcp,985,Control,Ftp,In id harum recusandae. Delectus consectetur iusto itaque at. Dolore voluptas voluptates itaque. Numquam quae architecto maiores ut similique iusto. Suscipit nesciunt esse veniam illo.,,89.05,Alert Triggered,Malware,Known Pattern A,Logged,Low,Onkar Kalita,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7465-04-14 15:36:40 Firefox/3.6.11,Segment A,"Jehanabad, Uttar Pradesh",,Log Data,Alert Data,Firewall
2023-08-22 03:28:30,105.178.163.11,56.93.72.57,37574,65214,Tcp,396,Control,Http,Quisquam quam dignissimos modi necessitatibus. Facilis quas ipsum eos. Consectetur sapiente odit quod. Tenetur odio sunt minima numquam incidunt. Dolor velit repellendus iste.,,89.5,Alert Triggered,Ddos,Known Pattern B,Blocked,Low,Darshit Swaminathan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; nb-NO) AppleWebKit/531.40.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.40.1",Segment C,"Shivpuri, Tamil Nadu",215.13.26.95,Log Data,Alert Data,Firewall
2020-08-30 21:42:07,79.228.233.111,21.179.24.174,14217,1498,Tcp,1311,Control,Http,Temporibus similique est dolor aspernatur. Exercitationem occaecati vel pariatur voluptatibus maxime. Dolores quasi amet qui excepturi.,Ioc Detected,53.18,,Ddos,Known Pattern B,Blocked,Low,Devansh Mahal,Opera/8.25.(X11; Linux x86_64; mhr-RU) Presto/2.9.180 Version/12.00,Segment C,"Hubli–Dharwad, Bihar",195.84.157.111,Log Data,Alert Data,Firewall
2022-12-07 21:22:18,215.21.43.192,90.183.182.252,29343,31411,Icmp,542,Control,Dns,Nulla sunt deleniti ut ut. Libero consequuntur at accusamus. Beatae facilis voluptas dolores quod beatae.,Ioc Detected,77.41,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Shalv Ahluwalia,Opera/9.75.(X11; Linux x86_64; fr-CH) Presto/2.9.167 Version/10.00,Segment A,"Guntakal, Odisha",,Log Data,,Firewall
2020-04-18 18:06:40,12.47.187.155,194.26.244.228,13796,62685,Udp,933,Control,Ftp,Cumque mollitia nisi et reprehenderit veniam. Quia iure consectetur voluptatibus. Consequatur impedit cum dolores libero dolor.,Ioc Detected,4.68,,Intrusion,Known Pattern B,Blocked,Low,Samar Rajagopal,Opera/8.64.(X11; Linux x86_64; fil-PH) Presto/2.9.177 Version/11.00,Segment B,"Mira-Bhayandar, Uttar Pradesh",,,,Server
2022-08-21 13:49:32,168.17.80.228,113.120.24.50,22501,55370,Udp,244,Control,Http,Distinctio delectus accusamus quibusdam asperiores hic voluptatum minus. Id harum quos minima neque sed sunt.,,24.71,,Intrusion,Known Pattern A,Blocked,Medium,Jhanvi Tara,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.875.0 Safari/533.0",Segment A,"Tenali, Manipur",,Log Data,,Firewall
2022-09-07 02:50:55,2.51.92.102,15.244.13.210,43821,64563,Tcp,589,Control,Ftp,Accusamus maiores incidunt aspernatur nam repellendus. Totam fugiat tempora. Ut in hic explicabo aliquid maiores quis accusantium.,Ioc Detected,40.53,,Intrusion,Known Pattern A,Ignored,Medium,Manjari Ramanathan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),Segment A,"Davanagere, Punjab",,,Alert Data,Firewall
2020-08-05 13:35:30,16.85.92.16,13.5.239.181,21837,61052,Tcp,394,Data,Dns,Magni ipsum dolores excepturi quo alias nulla. Quaerat iste itaque id impedit. Assumenda natus voluptates commodi id.,,50.25,,Malware,Known Pattern B,Blocked,Low,Aayush Golla,Opera/8.91.(X11; Linux i686; ff-SN) Presto/2.9.165 Version/10.00,Segment B,"Jalandhar, Sikkim",,,Alert Data,Server
2021-11-17 01:38:03,71.218.190.166,74.20.234.124,26830,56308,Icmp,171,Control,Ftp,Quae nemo assumenda aliquam ducimus. Cum labore vel sunt autem qui repellendus. Soluta occaecati consectetur dolorem voluptatibus minima.,,70.49,Alert Triggered,Ddos,Known Pattern B,Ignored,High,Uthkarsh Dube,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/53.0.834.0 Safari/534.2",Segment A,"Eluru, Karnataka",,Log Data,,Firewall
2022-03-16 06:26:48,116.165.43.82,38.231.45.106,33741,43328,Udp,1187,Data,Http,Id doloremque nostrum ullam itaque illum amet. Impedit vitae qui corporis corporis.,,97.15,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Nehmat Yogi,Mozilla/5.0 (Android 4.3.1; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,Segment C,"Ahmednagar, Bihar",63.200.153.115,Log Data,,Server
2022-10-04 07:34:13,12.223.75.159,77.240.158.138,13821,48678,Tcp,172,Control,Dns,Beatae minus iure ipsam optio adipisci accusamus. Rem amet exercitationem. Aut omnis eligendi eligendi consequuntur. Inventore odit asperiores commodi. Non porro quia debitis quod.,Ioc Detected,42.83,,Ddos,Known Pattern B,Ignored,High,Lakshay Rama,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.3.6 (KHTML, like Gecko) Version/5.0.2 Safari/534.3.6",Segment A,"Thrissur, Manipur",191.236.22.80,Log Data,,Server
2021-05-25 23:07:09,203.234.254.167,70.100.187.28,16297,18946,Udp,575,Control,Dns,Illum magni nihil cupiditate. Aspernatur voluptatem eveniet repellat laudantium. Harum nisi modi labore repellat. Voluptatum maiores voluptatem recusandae. Aut corporis asperiores ipsam.,Ioc Detected,64.17,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Indrajit Swaminathan,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.22.7 (KHTML, like Gecko) Version/4.1 Safari/535.22.7",Segment B,"Hapur, Tripura",176.131.56.56,,,Firewall
2022-01-27 01:46:11,34.231.151.38,95.218.123.142,22088,44194,Tcp,827,Control,Ftp,Nisi voluptatum neque. Nostrum inventore neque possimus dignissimos atque nobis. Consectetur minima libero optio possimus. Et facere minima quam.,,36.5,Alert Triggered,Ddos,Known Pattern A,Blocked,High,Indrans Agarwal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:2.0; ik-CA) AppleWebKit/533.26.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.26.5",Segment A,"Berhampore, Haryana",134.151.200.194,Log Data,Alert Data,Server
2021-02-23 11:03:44,120.91.191.232,168.240.140.107,9620,28313,Icmp,944,Control,Ftp,Error cupiditate illo nobis deleniti incidunt. Iure rem a vitae doloremque a a magni.,,88.59,Alert Triggered,Ddos,Known Pattern A,Blocked,High,Heer Dash,Opera/9.38.(X11; Linux i686; quz-PE) Presto/2.9.171 Version/11.00,Segment A,"Durg, Gujarat",,Log Data,Alert Data,Server
2022-04-09 23:25:36,26.73.58.130,110.45.51.14,49529,49566,Udp,1298,Control,Http,Molestias atque repellendus sunt. Illo dolores officiis veniam est occaecati. Totam consectetur perspiciatis eius. Dolor eius recusandae in nemo.,Ioc Detected,86.08,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Myra Thaman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mt-MT) AppleWebKit/535.18.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.18.3",Segment A,"Thiruvananthapuram, Odisha",169.220.73.153,Log Data,Alert Data,Firewall
2021-09-05 08:42:47,68.149.106.23,118.90.218.131,7642,40739,Icmp,963,Control,Dns,Voluptatem cumque officia accusamus. Reiciendis provident rem. Omnis dignissimos reiciendis sit. Quae maiores beatae odit aliquid perspiciatis saepe. Blanditiis at neque quo nulla consequatur.,,74.61,,Malware,Known Pattern A,Logged,High,Amira Sarkar,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.828.0 Safari/533.1",Segment C,"Miryalaguda, Haryana",,Log Data,Alert Data,Firewall
2022-11-29 07:48:24,27.98.238.119,133.144.110.52,15513,52300,Udp,886,Data,Ftp,Esse occaecati earum necessitatibus eaque. Labore quibusdam sit ipsum.,,86.45,,Malware,Known Pattern B,Blocked,High,Tiya Sekhon,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),Segment C,"Davanagere, Tripura",220.86.247.200,Log Data,Alert Data,Firewall
2020-11-11 14:03:46,103.30.112.77,86.93.226.60,16458,49745,Udp,1485,Data,Ftp,Dolorem saepe eum hic cupiditate. Perferendis laborum nulla. Ipsa officiis expedita non sunt. Sed enim eligendi deleniti. Labore corrupti odio magni magni. Autem error reprehenderit.,Ioc Detected,88.71,,Ddos,Known Pattern A,Ignored,High,Advik Kohli,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1 rv:4.0; ast-ES) AppleWebKit/534.8.4 (KHTML, like Gecko) Version/4.0 Safari/534.8.4",Segment C,"Bhagalpur, Sikkim",,Log Data,Alert Data,Firewall
2020-10-16 01:33:46,6.23.218.43,200.46.191.116,30575,57033,Tcp,845,Data,Ftp,Totam voluptas nemo. Praesentium omnis excepturi. Quidem corporis rerum illum. Cum repudiandae qui aspernatur.,,19.9,Alert Triggered,Malware,Known Pattern B,Blocked,High,Stuvan Chhabra,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7 rv:2.0; ha-NG) AppleWebKit/535.25.4 (KHTML, like Gecko) Version/5.0 Safari/535.25.4",Segment A,"Malegaon, Arunachal Pradesh",,Log Data,,Firewall
2022-02-12 23:07:39,132.223.189.115,125.8.112.138,10193,39145,Icmp,489,Control,Dns,Saepe fuga ducimus deserunt eaque. Aliquid omnis corrupti sunt rerum. Sapiente eius et architecto voluptas molestiae voluptatibus.,,2.76,Alert Triggered,Ddos,Known Pattern A,Blocked,Low,Yasmin Reddy,Opera/8.56.(Windows NT 6.1; te-IN) Presto/2.9.176 Version/10.00,Segment B,"Aurangabad, Nagaland",184.43.147.126,Log Data,,Server
2023-08-06 09:59:32,212.185.28.58,215.130.125.168,10111,9065,Tcp,223,Control,Dns,Impedit maiores alias mollitia. Quo quasi soluta tempore. Consequatur accusantium impedit ipsum et eos quis. Odio quaerat quisquam architecto provident esse.,Ioc Detected,8.96,,Malware,Known Pattern A,Blocked,High,Darshit Mangal,Opera/8.36.(Windows NT 4.0; yo-NG) Presto/2.9.167 Version/10.00,Segment C,"Bhalswa Jahangir Pur, Tripura",,,,Server
2023-02-20 02:18:32,217.37.123.236,120.113.244.70,16243,30524,Tcp,831,Data,Http,Hic pariatur doloribus iure fugiat aut exercitationem. Necessitatibus ad nesciunt itaque quae. Odio cumque repudiandae ut aperiam explicabo officia.,,83.89,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Priyansh Krishnan,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6810-10-16 21:05:25 Firefox/3.8,Segment B,"Junagadh, Sikkim",86.141.236.140,Log Data,,Server
2021-02-09 16:04:36,12.51.236.199,88.147.57.63,8176,27046,Icmp,294,Control,Dns,Possimus dolorem tempora neque fuga excepturi. Dolores quisquam quam itaque dolorum nisi culpa sunt. Ipsam molestias omnis dolorem. Porro esse aliquid voluptatum autem perferendis dolor.,,87.19,Alert Triggered,Ddos,Known Pattern B,Blocked,High,Samaira Mandal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.45.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.45.4",Segment A,"Gandhinagar, Punjab",,,,Server
2020-01-05 17:37:31,36.17.67.77,105.160.31.79,9782,28567,Icmp,332,Data,Http,Doloribus veritatis dignissimos quo distinctio officia dolore. Nihil ullam perferendis veritatis. Quibusdam alias dolor dolor occaecati cum ipsa. Explicabo debitis alias porro consequuntur.,Ioc Detected,69.5,,Intrusion,Known Pattern B,Ignored,High,Shanaya Kapoor,Opera/9.23.(Windows NT 4.0; ta-IN) Presto/2.9.181 Version/12.00,Segment C,"Dhule, Madhya Pradesh",,Log Data,Alert Data,Server
2021-11-11 18:17:32,97.24.45.47,106.144.17.150,63818,49449,Tcp,293,Control,Http,Adipisci eum nemo molestias. Neque nostrum porro dolorum quis adipisci. Necessitatibus ipsum nisi quasi atque debitis nostrum enim. Eveniet illum ipsam sit fugiat ipsam.,,11.07,,Malware,Known Pattern A,Logged,High,Anaya Bandi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Segment C,"Madanapalle, Punjab",,Log Data,Alert Data,Firewall
2022-05-25 21:33:33,16.165.143.157,195.20.112.71,3522,23636,Icmp,880,Data,Ftp,Commodi inventore atque qui. Ullam aspernatur corrupti temporibus nostrum. Aut vero itaque. Quos dolore optio perspiciatis harum eaque. Aliquid accusantium officia.,Ioc Detected,51.2,Alert Triggered,Ddos,Known Pattern B,Blocked,Medium,Hazel Deep,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/13.0.847.0 Safari/532.1",Segment C,"Rajpur Sonarpur, Kerala",72.155.34.103,,,Server
2020-06-26 15:58:43,148.51.182.254,107.13.222.89,39722,22865,Udp,1323,Data,Ftp,Suscipit dolorem dolores.,,27.88,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Oorja Singh,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),Segment A,"Delhi, West Bengal",186.119.50.229,,,Firewall
