"Unique id",channel_name,category,Subcategory,Order_id,order_date_time,"Issue_reported at",issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,"Tenure Bucket","Agent Shift","CSAT Score"
01879a17-ee66-4156-bb13-8c08c56e3b03,Inbound,Returns,Missing,1daa3b0c-1360-4dea-8bd7-394ba13b8df6,?,"02/08/2023 17:07","02/08/2023 17:15",02-Aug-23,Unknown,Others,?,?,"Michael Stevens","Jacob Sato","Emily Chen",0-30,Evening,5
01879f14-3e9a-4749-a946-fa1e8cb088d2,Inbound,Returns,"Reverse Pickup Enquiry",4d06cb34-d57f-4564-90a8-87528420b1ae,"11/08/2023 00:01","24/08/2023 00:13","24/08/2023 00:13",24-Aug-23,SOLAPUR,Furniture,21749,?,"Melissa Castillo","Elijah Yamaguchi","Michael Lee",>90,Night,5
0187efe7-e198-4a0c-9025-d0feb7dc87f2,Inbound,"Order Related",Delayed,f6d28f0f-3e6e-4eb6-83b2-65283f75f221,"09/08/2023 12:07","21/08/2023 12:27","21/08/2023 12:30",21-Aug-23,ROORKEE,Electronics,1499,?,"Janice Santiago","Zoe Yamamoto","William Kim","On Job Training",Morning,2
0187feeb-50bc-479f-8802-cad93d588576,Inbound,"Order Related","Order status enquiry",10698d84-7096-4fe7-bb9b-3019377717d0,?,"30/08/2023 07:48","30/08/2023 07:49",30-Aug-23,Unknown,Others,?,?,"Paula Brooks","Austin Johnson","William Kim","On Job Training",Morning,5
01882d70-c5ff-43bf-a35c-0bb9d32c08a7,Inbound,"Refund Related","Refund Related Issues",209938aa-935c-4aa4-b633-8b4c43272b8d,"20/08/2023 23:29","28/08/2023 12:47","28/08/2023 00:00",28-Aug-23,"URAN ISLAMPUR",LifeStyle,3414,?,"Joshua Foster","Jackson Park","Michael Lee",31-60,Evening,4
01897fed-ab01-4e47-a55b-9fae16ad896e,Inbound,Returns,"Reverse Pickup Enquiry",489caf1a-6cb6-490e-8ef0-f1732aed919c,?,"08/08/2023 18:19","08/08/2023 18:20",08-Aug-23,Unknown,Others,?,?,"Catherine Gibson","Evelyn Kimura","Jennifer Nguyen","On Job Training",Evening,5
018d19fa-7e6f-4aaf-98c5-6f05d1ceedf6,Inbound,"Order Related","General Enquiry",6da665b5-5c30-41ff-b8ef-fc767a3017a6,"20/07/2023 15:39","01/08/2023 15:05","01/08/2023 15:10",01-Aug-23,"GAUTAM BUDDHA NAGAR",LifeStyle,699,?,"Brandon Young","Zoe Yamamoto","John Smith",>90,Morning,1
018d2d7f-5845-4abe-bb2c-7c97c74c9b43,Outcall,"Product Queries","Product Specific Information",?,?,"03/08/2023 21:21","04/08/2023 11:40",04-Aug-23,Unknown,Others,?,?,"Jamie Burnett","Mia Patel","Olivia Tan",0-30,Morning,1
018ea4d6-81ba-4aba-a3d1-e8dae3dcdae8,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"15/08/2023 10:46","15/08/2023 11:18",15-Aug-23,Unknown,Others,?,?,"Nicholas Payne","Olivia Suzuki","Jennifer Nguyen","On Job Training",Morning,5
018f95c5-0f30-48f2-b022-f8122173c464,Outcall,Cancellation,"Not Needed",789b2519-2a7c-4ceb-834a-218876e2d5e8,"21/08/2023 19:54","23/08/2023 14:16","24/08/2023 09:51",24-Aug-23,AMODPUR,LifeStyle,432,?,"Christina Hines MD","Zoe Yamamoto","William Kim","On Job Training",Morning,3
0191c97b-aefe-4c60-8c6d-e292f948d658,Inbound,Returns,Wrong,?,?,"13/08/2023 17:40","13/08/2023 17:43",13-Aug-23,Unknown,Others,?,?,"Andre Adams","Carter Park","Michael Lee",31-60,Evening,5
01923372-43ed-479f-96aa-75e5ad7a6b9c,Inbound,Returns,"Reverse Pickup Enquiry",f129f58e-de0b-44e7-bca4-c239401d437f,"13/11/2022 17:38","11/08/2023 16:18","11/08/2023 16:19",11-Aug-23,JALGAON,Electronics,999,?,"Charles Moore","Nathan Patel","Jennifer Nguyen","On Job Training",Evening,5
019298b0-3266-426a-b320-6152c5fa1257,Outcall,Returns,"Fraudulent User",8f7b8103-b0b0-4242-b772-6f7b0cdaf66e,"03/08/2023 08:54","08/08/2023 00:54","08/08/2023 15:58",08-Aug-23,KOLKATA,"Books & General merchandise",750,?,"Amy Campbell","Alexander Tanaka","Michael Lee",0-30,Evening,5
0192daaa-8c13-4194-a613-b2df041c1cb7,Inbound,Feedback,"UnProfessional Behaviour",176f1e63-5389-4bd7-bdd1-9ad527bd8ac3,?,"22/08/2023 16:50","22/08/2023 16:52",22-Aug-23,Unknown,Others,?,?,"Jennifer Lewis","Madison Kim","John Smith",>90,Morning,4
0193974b-efe5-4551-b3f0-efed2664f33c,Outcall,Cancellation,"Not Needed",e7005a85-c130-4dd7-a415-8e2dcf16ba79,"02/08/2023 23:00","11/08/2023 13:31","11/08/2023 13:32",11-Aug-23,"NEW DELHI",Home,995,?,"Jordan Wilson","Abigail Suzuki","Jennifer Nguyen","On Job Training",Morning,5
0193f84f-8e6a-439d-9a38-ab779629d797,Inbound,Returns,"Return request",6bae9ea3-f51b-4499-a3e8-398cd21e48f0,?,"24/08/2023 20:04","24/08/2023 20:09",24-Aug-23,Unknown,Others,?,?,"Nathan Riley","Emily Yamashita","William Kim","On Job Training",Evening,5
01954fc2-8540-4bea-b348-5a7ecbdd3820,Inbound,Returns,"Reverse Pickup Enquiry",71e92c53-2d88-4d41-90ba-2b715d15f12b,?,"10/08/2023 15:00","10/08/2023 17:32",10-Aug-23,Unknown,Others,?,?,"Jennifer Hernandez","Lily Chen","Michael Lee",>90,Morning,4
0195f387-5c81-4e96-984a-6b16577ed89b,Inbound,Returns,"Return request",6e5024d1-02ae-4b24-8f50-8a632b17e9d0,?,"09/08/2023 14:03","09/08/2023 14:10",09-Aug-23,Unknown,Others,?,?,"Jennifer Hernandez","Lily Chen","Michael Lee",>90,Morning,5
01966c91-b4ae-4e02-ac77-bb065dbce72b,Inbound,"Refund Related","Refund Enquiry",abdc4c14-8980-4b76-b363-dbed327200b8,?,"05/08/2023 14:17","05/08/2023 14:19",05-Aug-23,Unknown,Others,?,?,"Paula Castillo","Landon Tanaka","Emily Chen",61-90,Morning,5
019783fb-a3c2-4cb7-b28d-df9daf37c23c,Inbound,Returns,"Service Centres Related",d3718453-7e13-4d30-8719-4f1c75347864,"09/03/2023 02:49","07/08/2023 13:29","08/08/2023 18:55",08-Aug-23,CUDDALORE,Home,750,?,"Jacob Mitchell","Scarlett Chen","John Smith",0-30,Morning,5
0198a8c1-fe41-4bff-a9b6-eba314ebc12a,Inbound,Returns,"Exchange / Replacement",57e84e89-6054-4c84-a79e-8c6e6002929d,?,"26/08/2023 10:02","26/08/2023 10:02",26-Aug-23,Unknown,Others,?,?,"Carla Burke","Amelia Tanaka","Michael Lee",31-60,Evening,5
0198d881-313f-406a-9b8d-199c5d7eb804,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"04/08/2023 18:19","04/08/2023 18:21",04-Aug-23,Unknown,Others,?,?,"Megan Bartlett","Carter Park","Michael Lee",>90,Evening,1
0199712a-e053-4242-8cb5-6d0aeb62f6cc,Inbound,Returns,"Reverse Pickup Enquiry",1621eb49-0df4-4eda-803a-cf1ae5b3111e,?,"10/08/2023 14:23","10/08/2023 14:38",10-Aug-23,Unknown,Others,?,?,"Brianna Wolf","Mia Patel","John Smith",>90,Morning,5
019a0e4c-c1c0-4df6-b274-34b19ff6a261,Inbound,Returns,"Fraudulent User",?,?,"04/08/2023 08:08","04/08/2023 08:17",04-Aug-23,Unknown,Others,?,?,"Anthony Moss","Noah Patel","Michael Lee",>90,Morning,5
019a7f40-3308-40bd-9138-f69455aa6257,Inbound,Returns,"Reverse Pickup Enquiry",b1135adc-f098-44d7-9d20-dfd4fd5f013b,?,"28/08/2023 13:30","28/08/2023 00:00",28-Aug-23,Unknown,Others,?,?,"Holly King","Zoe Yamamoto","Olivia Tan",>90,Morning,4
019a8c4b-400d-4873-876e-9591e1d8a927,Inbound,"Order Related",Installation/demo,9bc7ee0e-8830-43f3-8e2a-0ff072792378,?,"24/08/2023 12:16","24/08/2023 14:24",24-Aug-23,Unknown,Others,?,?,"Cody Perez","Harper Wong","William Kim","On Job Training",Evening,5
019b4756-a418-4c2e-aa81-301bbc6ad101,Inbound,"Order Related",Delayed,963b55b9-07c0-4a57-b24b-87d43e3f03eb,"19/07/2023 09:53","03/08/2023 19:54","03/08/2023 19:56",03-Aug-23,HARIDWAR,Furniture,813,?,"Karen Bullock","Evelyn Kimura","Jennifer Nguyen","On Job Training",Evening,1
019be96f-9a98-4cb8-8b2c-a4ca486a3e3e,Inbound,"Payments related","Payment related Queries",?,?,"15/08/2023 19:42","15/08/2023 20:44",15-Aug-23,Unknown,Others,?,?,"Emily Mckenzie","Amelia Tanaka","Emily Chen",>90,Split,5
019c6b85-7bad-4619-9a9f-0432f881ee50,Inbound,Returns,"Fraudulent User",1cc77da9-d67d-464c-8e0d-02f01f3511b7,?,"08/08/2023 21:26","08/08/2023 23:38",08-Aug-23,Unknown,Others,?,?,"Haley Carroll","William Park","John Smith",61-90,Evening,5
019d2e96-2467-4fb2-8d4d-fec9b9be3996,Inbound,"Order Related","Order status enquiry",8d3e4768-ff29-4e1b-bfd3-22047a13c38b,?,"07/08/2023 10:57","07/08/2023 13:19",07-Aug-23,Unknown,Others,?,?,"Matthew Rodriguez","Isabella Wong","Emily Chen",>90,Morning,5
019d44aa-b28e-4362-9984-614f8d325506,Inbound,"Order Related",Delayed,0dc392ae-8d77-4094-9dc7-8f6e98e9fd15,?,"09/08/2023 16:38","09/08/2023 16:41",09-Aug-23,Unknown,Others,?,?,"Kristina Foster","Landon Tanaka","Emily Chen",>90,Morning,1
019d7743-0bd4-46cf-8ac4-137599179484,Inbound,Returns,Missing,9a0e6a1e-b4cb-4a2f-a67c-07c217e5e15e,?,"29/08/2023 21:48","29/08/2023 22:45",29-Aug-23,Unknown,Others,?,?,"Sara Juarez","Brayden Wong","Jennifer Nguyen","On Job Training",Morning,5
019dc1a1-fc8e-4156-9ea9-378e058de3d2,Inbound,"Order Related","Unable to track",15d79915-cc35-46be-8d73-b8d01401743e,?,"22/08/2023 08:11","22/08/2023 08:12",22-Aug-23,Unknown,Others,?,?,"David Mayer","Emma Park","Jennifer Nguyen","On Job Training",Evening,5
019e014a-3b4e-437f-b837-a05292fe110d,Inbound,Returns,"Exchange / Replacement",e4dd80fb-1441-42ad-a16f-622113913716,?,"20/08/2023 10:49","20/08/2023 10:50",20-Aug-23,Unknown,Others,?,?,"Mr. Christopher Peterson DDS","Austin Johnson","William Kim","On Job Training",Morning,5
019f215d-45f1-4c72-907d-60419b120df8,Inbound,Returns,Missing,?,?,"12/08/2023 21:49","12/08/2023 22:39",12-Aug-23,Unknown,Others,?,?,"Paul Cunningham DVM","Nathan Patel","John Smith",>90,Afternoon,5
019f307f-41f6-4e3f-b2c2-63da1108ce51,Inbound,"Product Queries","Product Specific Information",?,?,"04/08/2023 14:02","04/08/2023 14:04",04-Aug-23,Unknown,Others,?,?,"Joshua Mathews","Mia Patel","John Smith",>90,Morning,5
01a0733a-e1c4-49a4-a1d6-3099fb556bfe,Inbound,Feedback,"UnProfessional Behaviour",88f46770-335c-4a1c-991d-827719f6e53f,?,"19/08/2023 10:44","19/08/2023 11:24",19-Aug-23,Unknown,Others,?,?,"Jessica Allen","Abigail Suzuki","Jennifer Nguyen","On Job Training",Evening,5
01a08254-a399-41ab-abd3-9ae3cc758ebd,Outcall,Returns,Missing,9cd8d1b4-3afb-4abe-91f3-32dbe6672f4c,?,"28/08/2023 15:19","28/08/2023 00:00",28-Aug-23,Unknown,Others,?,?,"Carolyn Goodman DVM","Carter Park","Jennifer Nguyen","On Job Training",Evening,5
01a0fb35-fc22-4f25-ab22-7a34c24afe58,Inbound,Returns,"Reverse Pickup Enquiry",50e60c50-bbdd-47fb-a28f-7f1e288a9e96,"09/08/2023 12:31","18/08/2023 09:55","18/08/2023 14:18",18-Aug-23,"NAVI MUMBAI",Electronics,899,?,"Adrian Richards","Zoe Yamamoto","John Smith",>90,Morning,4
01a1261f-5a91-4bb1-ba6b-2746bab63c52,Outcall,Returns,"Reverse Pickup Enquiry",30429f9c-3aa7-4f56-b5db-ad7a156b3b64,?,"30/08/2023 18:53","30/08/2023 18:54",30-Aug-23,Unknown,Others,?,?,"Sheena Williams","Logan Lee","Emily Chen",0-30,Evening,5
01a2e8d2-a51e-4b24-a20d-9d9507e4aa9d,Inbound,Cancellation,"Not Needed",0030f891-6030-406d-b4bf-81a9755819bc,?,"26/08/2023 16:45","26/08/2023 18:09",26-Aug-23,Unknown,Others,?,?,"Carla Morgan","Nathan Patel","Emily Chen",0-30,Evening,5
01a31806-eeba-42a8-8baf-f51bb755091e,Inbound,"Order Related",Delayed,7092a351-bc54-436c-bf58-3cd60c50e627,"08/08/2023 17:51","15/08/2023 14:54","18/08/2023 20:59",18-Aug-23,HYDERABAD,LifeStyle,513,?,"Kathy Decker DVM","Amelia Tanaka","Michael Lee",31-60,Evening,4
01a353e9-d3a7-4a63-abd0-e08e4bdbb67b,Inbound,Returns,"Return request",bcfd1cd7-04d7-4925-8f0d-3fe97c7a10b9,?,"22/08/2023 13:31","22/08/2023 17:07",22-Aug-23,Unknown,Others,?,?,"Anna Brown","Abigail Suzuki","Jennifer Nguyen","On Job Training",Evening,5
01a3681d-b96b-4216-9802-c69ab145cf17,Inbound,"Order Related",Installation/demo,ea5a36fe-7f95-4004-8a2e-6a2bda086596,"23/09/2022 17:38","11/08/2023 14:44","11/08/2023 15:20",11-Aug-23,BADAUN,Electronics,45990,?,"Roger Turner","Nathan Patel","Jennifer Nguyen","On Job Training",Evening,5
01a6c10b-e559-4392-a9a9-24f1f9bdede4,Inbound,"Order Related",Installation/demo,?,?,"04/08/2023 09:54","04/08/2023 10:00",04-Aug-23,Unknown,Others,?,?,"Kathryn Vasquez","Noah Patel","Michael Lee",>90,Morning,5
01a6c423-72f6-4d3f-89ea-a7aeee03cce1,Inbound,"Refund Related","Refund Enquiry",704054c8-eccf-4b77-94fb-329730e70990,"27/07/2023 20:22","02/08/2023 12:47","02/08/2023 12:53",02-Aug-23,SASARA,Electronics,1599,?,"Sara Moreno","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5
01a729c2-661c-47c1-93bb-45006351b15c,Inbound,"Offers & Cashback","Affiliate Offers",?,?,"15/08/2023 18:51","15/08/2023 18:53",15-Aug-23,Unknown,Others,?,?,"Wendy Taylor","Madison Kim","Michael Lee",31-60,Evening,5
01a77aa0-f409-4737-8a71-cc509e97416c,Outcall,Returns,"Return request",07780858-db09-44b0-9329-2fc15ec05494,"05/08/2023 23:56","11/08/2023 14:06","12/08/2023 12:02",12-Aug-23,NAGPUR,Electronics,799,239,"Tammy Rojas","Mia Patel","Olivia Tan",>90,Morning,5
01a7d4f5-4e64-40b2-8597-9c3b2a76814d,Inbound,Returns,"Return request",53a4d87f-3c2b-498d-b383-47953addb0d5,?,"18/08/2023 08:50","18/08/2023 08:51",18-Aug-23,Unknown,Others,?,?,"Jaclyn Fields","Madison Kim","John Smith",61-90,Morning,5
01a7e0a0-09ef-4471-9934-32abe82134df,Inbound,"Order Related",Installation/demo,?,?,"12/08/2023 18:24","12/08/2023 18:29",12-Aug-23,Unknown,Others,?,?,"Todd Floyd","Ethan Nakamura","Emily Chen",0-30,Evening,5
01a805b1-5dc0-4ca2-a772-10842b40f1f4,Inbound,Returns,"Reverse Pickup Enquiry",569443ad-e6b1-43ac-8cbe-ee0ca0b20f9a,?,"25/08/2023 18:59","25/08/2023 19:06",25-Aug-23,Unknown,Others,?,?,"Alisha Campos","Jacob Sato","Emily Chen",0-30,Evening,5
01a80eb3-9492-403d-b789-7cea67fdaa8a,Outcall,"Refund Related","Refund Related Issues",?,?,"14/08/2023 12:54","14/08/2023 12:57",14-Aug-23,Unknown,Others,?,?,"Patrick Shelton","Olivia Suzuki","Jennifer Nguyen","On Job Training",Morning,5
01a9b71e-b6d3-4117-8b43-82dbe35eb2b3,Inbound,"Order Related",Installation/demo,251fce6a-e002-42cc-a56e-41e31c88dc32,?,"10/08/2023 19:00","10/08/2023 21:33",10-Aug-23,Unknown,Others,?,?,"Aaron Edwards","Mia Patel","Emily Chen",61-90,Evening,1
01aba3c3-53d2-49b1-8667-3fd7168e1f21,Inbound,Returns,"Reverse Pickup Enquiry",4bdd55b8-adec-4e6a-b010-da6e8bc1ddd6,?,"18/08/2023 13:05","18/08/2023 13:07",18-Aug-23,Unknown,Others,?,?,"Timothy Grant","William Park","John Smith",31-60,Morning,4
01abe01b-32e4-4329-be1f-af11f0afaf8f,Inbound,Returns,"Reverse Pickup Enquiry",146ebf61-06cc-4fbd-8e50-8d37f000f55f,?,"21/08/2023 21:23","21/08/2023 21:28",21-Aug-23,Unknown,Others,?,?,"Crystal Dunlap","Abigail Suzuki","Jennifer Nguyen","On Job Training",Morning,5
01ac33ff-1af8-4409-af38-e4550e85f414,Inbound,Returns,"Reverse Pickup Enquiry",302fd4b3-ad1c-44b3-ab95-2e847e15f13a,?,"19/08/2023 15:20","20/08/2023 08:40",20-Aug-23,Unknown,Others,?,?,"Alisha Campos","Jacob Sato","Emily Chen",0-30,Evening,5
01ac598a-6b29-4373-9275-8b173fa97b40,Inbound,Returns,"Reverse Pickup Enquiry",35c65461-0f08-46fe-a143-9aac29c92005,?,"24/08/2023 15:02","25/08/2023 12:55",25-Aug-23,Unknown,Others,?,?,"Karen Schultz","Evelyn Kimura","John Smith",0-30,Morning,1
01ac7135-b89b-426b-98bc-d4fcd7beb135,Inbound,Returns,Wrong,cabc8c2d-c145-47d3-a24b-47388627d825,?,"19/08/2023 10:02","19/08/2023 20:17",19-Aug-23,Unknown,Others,?,?,"Nathaniel Smith","Evelyn Kimura","John Smith",0-30,Morning,5
01ad0cc1-d328-43f7-bf2f-96f9a88f926a,Inbound,Returns,"Exchange / Replacement",?,?,"26/08/2023 14:15","27/08/2023 21:10",27-Aug-23,Unknown,Others,?,?,"Andrew Barrett","Elijah Yamaguchi","John Smith",>90,Evening,5
01ade571-fc15-4adc-92e7-d7165c45a900,Inbound,"Shopzilla Related","Shopzilla Rewards",?,?,"27/08/2023 14:28","27/08/2023 16:16",27-Aug-23,Unknown,Others,?,?,"John Barrett","Aiden Patel","John Smith",>90,Morning,5
01af641e-6981-4bf9-831b-d70fbb17a19c,Outcall,Returns,"Fraudulent User",2040e971-4f84-42a5-a16d-321a8828996c,?,"22/08/2023 11:51","22/08/2023 12:34",22-Aug-23,Unknown,Others,?,?,"Jessica Jones","William Park","John Smith",31-60,Morning,5
01aff4b4-4e80-44ce-8c36-0b0e8da95c44,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"13/08/2023 08:13","13/08/2023 08:16",13-Aug-23,Unknown,Others,?,?,"Victoria Butler","Abigail Suzuki","Jennifer Nguyen","On Job Training",Morning,5
01b01718-1dab-4ae6-9936-7483fef4e4b3,Inbound,Returns,"Reverse Pickup Enquiry",88b0dfa9-1c6a-4790-9e14-3e00f8cd6997,?,"20/08/2023 10:45","20/08/2023 15:09",20-Aug-23,Unknown,Others,?,?,"Renee Martin","Lily Chen","Michael Lee",>90,Morning,5
01b0c377-45ce-4ce6-925c-ba346d5e4fbd,Inbound,Returns,"Reverse Pickup Enquiry",ffc84f31-8679-4192-ad91-cebf9253efc0,"06/08/2023 16:21","11/08/2023 20:15","11/08/2023 20:29",11-Aug-23,KANPUR,LifeStyle,285,?,"Robert Cook","Mia Yamamoto","Emily Chen",>90,Evening,5
01b2a7ab-c796-4e2d-b35d-85f6f0aa5ca5,Inbound,Returns,"Reverse Pickup Enquiry",6ca5f78b-1468-401f-be1a-04b1dca4f730,?,"24/08/2023 14:34","24/08/2023 14:39",24-Aug-23,Unknown,Others,?,?,"Timothy Henry","William Park","John Smith",31-60,Morning,5
01b3cc06-191c-4444-97df-6fef95cec99f,Inbound,Cancellation,"Not Needed",94c8176d-bb8a-4e7f-8faa-35369435d99b,"04/08/2023 16:06","13/08/2023 19:28","13/08/2023 19:30",13-Aug-23,AHMEDABAD,Mobile,16499,?,"Mario Simpson","Nathan Patel","Jennifer Nguyen","On Job Training",Evening,5
01b3df0d-ff7b-4630-bc87-82614c943c01,Inbound,Returns,"Fraudulent User",fdd8dd18-1d1a-4c5a-85cf-afed0c672e26,?,"17/08/2023 17:43","17/08/2023 17:46",17-Aug-23,Unknown,Others,?,?,"Matthew Mendoza MD","William Park","John Smith",61-90,Evening,5
01b3f4f0-9c58-47cd-bd0f-cd1fe0135208,Inbound,"Order Related","Order status enquiry",e1bd3360-5178-4eeb-9a3b-8e9161b5fbbe,?,"31/08/2023 11:00","31/08/2023 11:02",31-Aug-23,Unknown,Others,?,?,"Mason Mitchell","Ava Wong","William Kim","On Job Training",Evening,4
01b43064-7be3-4804-822f-7b1e101096f9,Inbound,Returns,"Reverse Pickup Enquiry",e9b2a51d-6029-4726-95c6-40947ddf0b69,"04/08/2023 16:52","11/08/2023 14:26","11/08/2023 14:27",11-Aug-23,"NEW DELHI",LifeStyle,197,?,"Crystal Walsh","Olivia Suzuki","Jennifer Nguyen","On Job Training",Morning,5
01b4c721-e5c8-486e-b6ad-523da4ffb6ab,Inbound,Returns,"Reverse Pickup Enquiry",8bbe9ea5-40f4-4e93-918b-7a0939ebf0fa,?,"20/08/2023 15:44","20/08/2023 15:46",20-Aug-23,Unknown,Others,?,?,"Theresa Brown","Brayden Wong","Michael Lee",>90,Afternoon,5
01b6da1b-978e-48ed-b7ae-8c79eb7fc8d7,Outcall,"Order Related",Delayed,5223a55b-a900-420f-af81-2fb8d395dc54,?,"28/08/2023 18:40","29/08/2023 01:36",29-Aug-23,Unknown,Others,?,?,"Sarah Newton","Zoe Yamamoto","Olivia Tan",>90,Morning,5
01b7263f-d63c-4c92-a539-5791a9e483e9,Inbound,"Order Related",Delayed,0968556e-056c-4eed-8edf-309c18acbcc0,?,"24/08/2023 10:45","24/08/2023 10:52",24-Aug-23,Unknown,Others,?,?,"David Michael","Lily Chen","Michael Lee",>90,Morning,5
01b772b4-331a-48f2-8cb7-c96bf1993412,Inbound,Returns,Wrong,77b3d460-9c74-4cb2-8522-b46add0730e9,?,"28/08/2023 19:23","28/08/2023 00:00",28-Aug-23,Unknown,Others,?,?,"Matthew Lambert","Olivia Wang","Olivia Tan",>90,Afternoon,5
01bb120d-b890-4148-8dc6-30808cee6776,Email,"Order Related",Delayed,a4fae124-15f9-4ce0-a233-6db3888c6e9a,?,"22/08/2023 19:45","22/08/2023 19:47",22-Aug-23,Unknown,Others,?,?,"Dalton Oneal","Noah Patel","Michael Lee",31-60,Evening,5
01bc0f82-f967-45d5-a0bc-d4fafe982236,Inbound,"Refund Related","Refund Related Issues",19c7a7e3-8cc8-4b6f-a7e6-980e163dadd0,?,"17/08/2023 13:37","17/08/2023 23:02",17-Aug-23,Unknown,Others,?,?,"Sharon Meyers","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,1
01bc2f6d-6e32-4bbb-ba3d-08b85ef645fc,Inbound,Feedback,"UnProfessional Behaviour",bca8fdd9-3505-4b1b-a268-581ca82fe53e,?,"10/08/2023 16:19","10/08/2023 16:20",10-Aug-23,Unknown,Others,?,?,"Haley Carroll","William Park","John Smith",61-90,Evening,5
01bca402-4ce7-4b6b-a87a-e09ea70e6261,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"27/08/2023 12:40","27/08/2023 12:45",27-Aug-23,Unknown,Others,?,?,"Mrs. Jennifer Stone","Dylan Kim","Michael Lee",>90,Morning,4
01bd191d-a07b-4770-afc0-131ce41995db,Inbound,Returns,Missing,d1f4f31f-f344-437e-9e63-cf69bac5644a,?,"30/08/2023 07:10","30/08/2023 07:13",30-Aug-23,Unknown,Others,?,?,"Lisa Brennan","Zoe Yamamoto","William Kim","On Job Training",Morning,5
01be3216-5cd2-487e-a7de-bfc26f7c6d04,Outcall,Returns,"Reverse Pickup Enquiry",bf61b7f0-9d0d-4f14-872c-8e962524f8ca,?,"10/08/2023 19:40","10/08/2023 19:50",10-Aug-23,Unknown,Others,?,?,"Amy Berry","Elijah Yamaguchi","John Smith",>90,Evening,1
01bea120-067f-4715-9512-09a9dcc9b2d5,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"04/08/2023 17:56","04/08/2023 18:00",04-Aug-23,Unknown,Others,?,?,"Wendy Anderson","Harper Wong","William Kim","On Job Training",Evening,5
01bf4d9b-8dff-46bf-ac2a-68de6953807d,Inbound,"Order Related",Delayed,c1dea871-b0fd-4448-8c25-30e59c71c5ec,?,"23/08/2023 19:25","23/08/2023 19:26",23-Aug-23,Unknown,Others,?,?,"Anthony Jackson","Mia Patel","Jennifer Nguyen","On Job Training",Evening,5
01c01bd7-04d0-4817-867a-c07a51643f72,Inbound,Returns,"Reverse Pickup Enquiry",?,?,"27/08/2023 19:39","27/08/2023 19:44",27-Aug-23,Unknown,Others,?,?,"Wendy Lang","Sophia Sato","John Smith",>90,Afternoon,4
01c0b3b0-01f0-40e3-a2bd-5ebf3d054296,Inbound,Feedback,"UnProfessional Behaviour",6bb114e6-509d-49ff-93f9-e88f03594935,?,"05/08/2023 11:00","06/08/2023 09:18",06-Aug-23,Unknown,Others,?,?,"Laura Allen","Oliver Nguyen","John Smith",>90,Morning,5
01c0da16-8857-4832-be04-6c0c13d71bfd,Inbound,Returns,"Return request",66f534dc-164b-494b-8b0f-2ebd1a18b81e,?,"19/08/2023 14:56","19/08/2023 15:03",19-Aug-23,Unknown,Others,?,?,"John Jones","Aiden Patel","John Smith",>90,Morning,5
01c19a24-2fd5-425c-9dcd-068174e4c98b,Inbound,"Order Related","Order status enquiry",52a1e81b-2b79-4198-a30b-f92061ee44f8,?,"17/08/2023 16:56","17/08/2023 17:15",17-Aug-23,Unknown,Others,?,?,"Lynn Collins","Noah Patel","Michael Lee",61-90,Night,4
01c19b11-e634-4f38-b9d6-cb2ce14a1a0a,Outcall,Returns,"Reverse Pickup Enquiry",20fd4493-de12-44e8-9eba-bf4ff385cddf,?,"18/08/2023 09:41","20/08/2023 12:12",20-Aug-23,Unknown,Others,?,?,"Laura Beck","Noah Patel","Emily Chen",>90,Afternoon,1
01c1b55b-9a65-4b3f-b7c5-026752da8b70,Inbound,"Order Related",Delayed,e11dd99f-85a8-4023-b263-cfad14532eb0,?,"08/08/2023 06:14","08/08/2023 06:17",08-Aug-23,Unknown,Others,?,?,"Brianna Wolf","Mia Patel","John Smith",>90,Morning,5
01c1d8ac-a38c-4183-9999-de0ade8eda07,Inbound,Returns,"Reverse Pickup Enquiry",9167f78b-959d-4d14-b5f9-d34a9c379d1e,"03/08/2023 10:16","11/08/2023 19:03","11/08/2023 19:04",11-Aug-23,SAHARSA,"Books & General merchandise",249,?,"Connor Jackson","Ethan Tan","Michael Lee",31-60,Evening,5
01c2b9f1-eae3-4f09-b381-258fd1ab144f,Inbound,Cancellation,"Not Needed",5b1f1b99-473c-4f26-8dbd-a4cfe9dbf8d4,?,"28/08/2023 21:07","28/08/2023 00:00",28-Aug-23,Unknown,Others,?,?,"Shannon Reyes","Ava Wong","William Kim","On Job Training",Evening,5
01c322f1-525a-4f09-bdbc-3f5395e99b0e,Inbound,"Order Related",Delayed,f6beb046-d4fc-4199-b728-b67dc3419330,?,"26/08/2023 19:37","26/08/2023 19:41",26-Aug-23,Unknown,Others,?,?,"Andre Adams","Carter Park","Michael Lee",31-60,Evening,5
