"Unique id";"channel_name";"category";"Subcategory";"Customer Remarks";"Order_id";"order_date_time";"Issue_reported at";"issue_responded";"Survey_response_Date";"Customer_City";"Product_category";"Item_price";"connected_handling_time";"Agent_name";"Supervisor";"Manager";"Tenure Bucket";"Agent Shift";"CSAT Score"
"0132bce3-c482-43e1-b288-812585744aa1";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"584f0c05-65b9-4431-8585-404e985f9233";"";"08/08/2023 18:01";"08/08/2023 18:03";"08-Aug-23";"Unknown";"Others";0;0;"Edward Hawkins";"Nathan Patel";"Emily Chen";">90";"Evening";5
"013431f2-37bb-4ee4-adc2-fa04056e6ba8";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"bd761440-ad5f-49c5-9016-615807803129";"19/07/2023 21:36";"18/08/2023 15:38";"18/08/2023 15:46";"18-Aug-23";"PALI";"LifeStyle";449;0;"William Scott";"Evelyn Kimura";"Jennifer Nguyen";"On Job Training";"Evening";4
"01350650-ba7c-4fc4-bb48-8403d77c610e";"Inbound";"Order Related";"Order status enquiry";"Worst experience with customer care executive";"";"";"16/08/2023 10:14";"16/08/2023 18:20";"16-Aug-23";"Unknown";"Others";0;0;"Jeffrey Byrd";"Harper Wong";"William Kim";"On Job Training";"Evening";1
"01354817-ee95-46b8-855d-3b1020152a76";"Inbound";"Order Related";"Invoice request";"";"a105aa2e-1cb7-4225-9186-b4bd3949076e";"";"30/08/2023 09:22";"30/08/2023 09:29";"30-Aug-23";"Unknown";"Others";0;0;"Kathryn Jones";"Ethan Nakamura";"Emily Chen";"0-30";"Evening";4
"0135d4db-0a42-4793-a09c-b16080802ffe";"Inbound";"Order Related";"Installation/demo";"";"34bb6b90-8ad7-49aa-a1e6-bc788ff9a757";"";"08/08/2023 16:41";"08/08/2023 18:49";"08-Aug-23";"Unknown";"Others";0;0;"Kelly Moore DDS";"Isabella Wong";"Emily Chen";">90";"Evening";3
"0136687d-8efb-42ac-bd4c-bdd41d11bb93";"Inbound";"Refund Related";"Refund Related Issues";"??????";"1e1febc2-44f8-40a5-b5f4-e3c6a6e8051f";"06/08/2023 16:05";"11/08/2023 05:38";"11/08/2023 05:41";"11-Aug-23";"DALTONGANJ";"Mobile";10999;0;"Matthew Wolf";"Noah Patel";"Michael Lee";">90";"Morning";5
"0136947e-cadc-4954-b830-71bfa3ba4d64";"Inbound";"Returns";"Missing";"Very good";"";"";"13/08/2023 18:13";"13/08/2023 18:15";"13-Aug-23";"Unknown";"Others";0;0;"Kelsey Richardson";"Madison Kim";"Emily Chen";">90";"Split";5
"0136b708-00ec-4da9-8c6d-3942d6e0643f";"Inbound";"Returns";"Wrong";"";"197ff8c3-a271-4b86-98a9-47d1414b8cce";"17/07/2023 20:39";"07/08/2023 13:26";"08/08/2023 00:32";"08-Aug-23";"AURANGABAD";"LifeStyle";2243;0;"Sheila Collins";"Scarlett Chen";"John Smith";"0-30";"Morning";1
"01377092-3a30-4b22-b51d-9555d26e3959";"Inbound";"Returns";"Fraudulent User";"";"ff10bef3-b449-4c19-a679-02697e743427";"";"31/08/2023 14:53";"31/08/2023 15:08";"31-Aug-23";"Unknown";"Others";0;0;"Alexis Parrish DVM";"Jacob Sato";"Jennifer Nguyen";"On Job Training";"Morning";5
"013852dc-97b7-4dfc-9104-68bba81fa768";"Inbound";"Order Related";"Order status enquiry";"Very good";"9e8a1155-6877-49bf-a5b3-4ec2d7a2c640";"";"10/08/2023 11:53";"10/08/2023 11:54";"10-Aug-23";"Unknown";"Others";0;0;"Michele Roberts";"Abigail Suzuki";"Jennifer Nguyen";"On Job Training";"Morning";5
"0138f2f9-0086-43af-b154-8ace04eef615";"Inbound";"Returns";"Missing";"Very good";"0dd166b4-462d-4a82-b8a2-9a02849e9122";"";"05/08/2023 22:40";"05/08/2023 22:42";"05-Aug-23";"Unknown";"Others";0;0;"Paul Preston";"Noah Patel";"Michael Lee";"31-60";"Evening";5
"01390a7e-d4f8-47b8-b5ac-6b940d5a13f6";"Inbound";"Order Related";"Order status enquiry";"I like this one";"5993165a-02ad-487b-a2ac-b20b49c0a9bd";"";"02/08/2023 20:09";"02/08/2023 20:10";"02-Aug-23";"Unknown";"Others";0;0;"Christopher Jones";"Evelyn Kimura";"Jennifer Nguyen";"On Job Training";"Evening";5
"01391d8e-c7ad-4f7f-9d37-b8d80c2dfb60";"Outcall";"Returns";"Reverse Pickup Enquiry";"";"8e4276b7-0365-4299-8e67-b489a359dbe3";"";"19/08/2023 18:52";"19/08/2023 23:10";"19-Aug-23";"Unknown";"Others";0;0;"Debra Brown";"Zoe Yamamoto";"John Smith";">90";"Morning";4
"013cc909-c1b6-4a13-b2cf-5af903189a73";"Inbound";"Returns";"Return request";"Good";"";"";"03/08/2023 13:21";"03/08/2023 13:22";"03-Aug-23";"Unknown";"Others";0;0;"Jordan Wilson";"Abigail Suzuki";"Jennifer Nguyen";"On Job Training";"Morning";5
"013f1235-56e5-4336-b573-e3f56a459bec";"Inbound";"Order Related";"Order status enquiry";"";"ac6646bd-25d5-48b4-882a-4be48c4bf965";"";"06/08/2023 13:12";"06/08/2023 13:15";"06-Aug-23";"Unknown";"Others";0;0;"Andrew Davis";"Aiden Patel";"John Smith";">90";"Morning";4
"013f8c43-d289-4a2c-a3bf-9d8dae319abb";"Inbound";"Refund Related";"Refund Enquiry";"";"23f61111-f0e3-49a0-a4cf-43f62dc697a1";"";"30/08/2023 09:10";"30/08/2023 12:44";"30-Aug-23";"Unknown";"Others";0;0;"James Chung";"Oliver Nguyen";"John Smith";">90";"Morning";5
"01405c93-87fd-4453-83b1-532ff2bd6e75";"Email";"Order Related";"Delayed";"Such poor folks I ever dealt with. No seriousness. Damn good at saying sorry and pls understand. Not useful at all with providing solution or adequate reasons";"";"";"16/08/2023 20:26";"16/08/2023 20:31";"16-Aug-23";"Unknown";"Others";0;0;"Charles Morales";"Zoe Yamamoto";"John Smith";">90";"Morning";1
"01413f9c-8392-49c8-9769-2e6543f98ef0";"Outcall";"Returns";"Reverse Pickup Enquiry";"Change my wrong product";"e0e3c333-374d-4d51-8a0d-c1871370f797";"15/07/2023 09:29";"08/08/2023 00:07";"08/08/2023 00:26";"08-Aug-23";"VARANASI";"LifeStyle";132;0;"Andrea Suarez";"Ethan Tan";"Michael Lee";">90";"Evening";1
"01424f37-cbd2-49dd-b39f-b9c7f60c9251";"Outcall";"Product Queries";"Product Specific Information";"Thanks...";"937e90ca-802e-4e6a-aa34-95e51a5780bb";"";"23/08/2023 13:22";"23/08/2023 13:28";"23-Aug-23";"Unknown";"Others";0;0;"David Perez";"Lily Chen";"Michael Lee";">90";"Evening";5
"01426514-f345-4065-8936-1e6f5b705a66";"Outcall";"Order Related";"Delayed";"";"599c278a-2f5a-448a-84ee-fe11eb9c908e";"26/07/2023 20:17";"02/08/2023 19:57";"02/08/2023 20:01";"02-Aug-23";"RUDRA PRAYAG";"Books & General merchandise";349;0;"Kristin Adams";"Zoe Yamamoto";"John Smith";"31-60";"Afternoon";5
"0143291c-ceb9-406b-8084-8b1e4a5cff5f";"Inbound";"Returns";"Service Centres Related";"Good ??";"4c2d084f-8a52-4bb7-8d89-ae059f95cbbd";"";"17/08/2023 14:31";"17/08/2023 14:34";"17-Aug-23";"Unknown";"Others";0;0;"Kimberly Rogers";"Scarlett Chen";"John Smith";"0-30";"Morning";5
"01433f9a-a57f-4641-9a7d-2da4d7128834";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"03/08/2023 20:18";"03/08/2023 20:32";"03-Aug-23";"Unknown";"Others";0;0;"Stephen Morris";"Wyatt Kim";"Michael Lee";">90";"Evening";5
"0143db2a-e59a-4106-ba4d-9836c6b808ec";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"12/08/2023 09:47";"12/08/2023 09:49";"12-Aug-23";"Unknown";"Others";0;0;"Sean Williams";"Mason Gupta";"Jennifer Nguyen";"On Job Training";"Morning";5
"01452a6b-b80c-42b0-aa7b-585cc078089c";"Inbound";"Order Related";"Priority delivery";"";"15147602-59d3-4430-be01-69a99b8a775f";"";"02/08/2023 19:20";"02/08/2023 21:09";"02-Aug-23";"Unknown";"Others";0;0;"Angela Reid";"Carter Park";"Jennifer Nguyen";"On Job Training";"Evening";5
"01459b46-9426-45da-9d3b-74b2889593b1";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"15ffaf40-ae48-4388-879d-237251b2b53f";"08/08/2023 10:21";"28/08/2023 14:44";"29/08/2023 18:48";"29-Aug-23";"NARWANA";"LifeStyle";697;0;"Monica Edwards";"Harper Wong";"Emily Chen";">90";"Afternoon";5
"0145dc2c-9ccd-45f1-8a82-a78d18819c63";"Inbound";"Returns";"Return request";"";"0c80deec-604f-42b5-b6b3-06304789ff85";"";"17/08/2023 12:04";"17/08/2023 12:26";"17-Aug-23";"Unknown";"Others";0;0;"Ms. Karen Moore";"Evelyn Kimura";"John Smith";"0-30";"Morning";5
"014624aa-99a0-4bd6-bde8-48e341d8b0ea";"Inbound";"Returns";"Reverse Pickup Enquiry";"????? ??????? ?? ?????? ???? ???? ?????";"7ec06f7e-6acb-4484-84b5-7fe8afb0b068";"";"24/08/2023 19:29";"24/08/2023 19:29";"24-Aug-23";"Unknown";"Others";0;0;"Aaron Edwards";"Mia Patel";"Emily Chen";"61-90";"Evening";4
"0146ae8d-6cc3-4aa1-b434-b4258150106a";"Inbound";"Cancellation";"Not Needed";"Wow";"6388d98e-4a29-44ae-9d3f-db3a2b4ac84a";"";"28/08/2023 18:17";"28/08/2023 00:00";"28-Aug-23";"Unknown";"Others";0;0;"Andrea Wilkerson";"Charlotte Suzuki";"Jennifer Nguyen";"On Job Training";"Evening";5
"01470305-4e9f-41fe-901e-d0f3bcb51a27";"Inbound";"Order Related";"Order status enquiry";"";"4be80b54-7eac-4015-92e1-a4c2b06a03fc";"";"23/08/2023 12:06";"23/08/2023 12:09";"23-Aug-23";"Unknown";"Others";0;0;"Mark Hickman";"Zoe Yamamoto";"William Kim";"On Job Training";"Morning";5
"014800cc-433f-4d43-9ec6-2349f14b96b6";"Inbound";"Feedback";"UnProfessional Behaviour";"";"f3b53908-2ee3-4413-aa9d-85c0ffd57e39";"";"23/08/2023 18:47";"23/08/2023 18:53";"23-Aug-23";"Unknown";"Others";0;0;"Alexa Mcpherson";"Brayden Wong";"John Smith";">90";"Evening";5
"014826b8-cb14-4324-be29-2c49c2642b3e";"Outcall";"Order Related";"Order status enquiry";"";"cc523369-216f-420f-96eb-2229d8ce6aa0";"";"05/08/2023 11:10";"05/08/2023 11:45";"05-Aug-23";"Unknown";"Others";0;0;"Sarah Taylor";"Carter Park";"Jennifer Nguyen";"On Job Training";"Morning";4
"0148359e-a3e4-4f53-ad25-080a047a8c71";"Inbound";"Order Related";"Order status enquiry";"";"8ee98f89-0f83-4e31-930f-411d280381f6";"";"25/08/2023 16:33";"25/08/2023 16:33";"25-Aug-23";"Unknown";"Others";0;0;"Kathy Price";"Mason Gupta";"Jennifer Nguyen";"On Job Training";"Morning";5
"0149cb25-088f-4223-814a-e0486b67bf48";"Inbound";"Returns";"Missing";"";"f5ed3137-5526-4953-b26e-87f80bb4b1f0";"";"21/08/2023 13:25";"21/08/2023 13:28";"21-Aug-23";"Unknown";"Others";0;0;"Joseph Padilla";"Madison Kim";"Michael Lee";"31-60";"Evening";4
"014a043a-b526-414e-a16c-f83c48e0a54d";"Outcall";"Returns";"Service Centres Related";"";"ce6bc92b-ac26-4e6f-9f9b-9a8526b210c5";"02/08/2023 18:12";"08/08/2023 11:43";"08/08/2023 15:51";"08-Aug-23";"BANGALORE";"Home Appliences";1599;0;"Timothy Scott";"Zoe Yamamoto";"William Kim";"On Job Training";"Morning";4
"014ad9c9-0e2d-453e-ac28-3d47aa2011bb";"Inbound";"Order Related";"Installation/demo";"Issue not resolved";"ae4196c8-d3f1-4d79-bfa0-8c330e1a4cc6";"";"18/08/2023 09:45";"18/08/2023 11:37";"18-Aug-23";"Unknown";"Others";0;0;"Meghan Holmes";"Olivia Suzuki";"Jennifer Nguyen";"On Job Training";"Evening";5
"014adb13-ed3a-4ce7-a698-92e8669dc53b";"Inbound";"Shopzilla Related";"General Enquiry";"Coustomer support executive very helpful and resolve my problem";"a26d8d70-6ae4-4cf8-8121-ad050cccb058";"";"31/08/2023 08:14";"31/08/2023 08:19";"31-Aug-23";"Unknown";"Others";0;0;"William Little MD";"Evelyn Kimura";"John Smith";"0-30";"Morning";5
"014c5495-5cda-4767-9255-f2fbdc53efb6";"Inbound";"Offers & Cashback";"Affiliate Offers";"";"df124f16-a510-4b9c-bad8-488eeb2e098d";"07/07/2023 11:36";"11/08/2023 19:18";"11/08/2023 19:32";"11-Aug-23";"LANKA";"Mobile";23999;0;"Ashley Espinoza";"Aiden Patel";"John Smith";"61-90";"Evening";4
"014ce23a-b58c-4320-b21c-530ef609f82e";"Inbound";"Order Related";"General Enquiry";"";"e45b4bae-4620-472b-b6d2-89e2cb99e028";"29/07/2023 19:00";"02/08/2023 20:30";"02/08/2023 20:31";"02-Aug-23";"BARIPARA";"Electronics";1233;0;"Gina Henderson";"Olivia Wang";"Emily Chen";"31-60";"Evening";1
"014d3650-9c38-4b4d-89db-b97887d6c98b";"Inbound";"Returns";"Return request";"";"7d44bfec-6bde-4963-a81a-2a84344e8050";"07/08/2023 11:19";"11/08/2023 08:35";"11/08/2023 17:49";"11-Aug-23";"QUILANDY";"Electronics";999;0;"Anna Brown";"Abigail Suzuki";"Jennifer Nguyen";"On Job Training";"Evening";4
"014dceb6-9871-43c9-b838-6b25bf91d11e";"Outcall";"Order Related";"Invoice request";"";"";"";"27/08/2023 13:21";"27/08/2023 13:27";"27-Aug-23";"Unknown";"Others";0;0;"Brianna Wolf";"Mia Patel";"John Smith";">90";"Morning";5
"014dea84-5445-4371-99d2-53fbbd0e12c8";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"069ba768-07c6-41fe-a807-aa2f6f63e7db";"";"08/08/2023 21:17";"08/08/2023 21:26";"08-Aug-23";"Unknown";"Others";0;0;"Kathy Weber";"Emma Park";"Jennifer Nguyen";"On Job Training";"Evening";5
"01500127-380b-4bfd-9aff-84f9a3f8a05c";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"16/08/2023 14:57";"16/08/2023 15:04";"16-Aug-23";"Unknown";"Others";0;0;"Anita Roberts";"Mia Patel";"Emily Chen";"0-30";"Evening";1
"0150c9b8-5ab3-4aa7-b733-b5436856882d";"Inbound";"Returns";"Missing";"";"724474d9-1596-4ef4-980e-ba9e8904ba44";"";"25/08/2023 14:36";"25/08/2023 14:39";"25-Aug-23";"Unknown";"Others";0;0;"Norma Davis";"Aiden Patel";"John Smith";">90";"Morning";4
"0150ecd5-bf6d-4134-bc58-1075d2e2b1a4";"Inbound";"Order Related";"Installation/demo";"resolved you coustomer problem ASAP";"98328b57-d952-4fd5-a393-99893a0afd18";"";"09/08/2023 12:46";"09/08/2023 12:51";"09-Aug-23";"Unknown";"Others";0;0;"John Jones";"Aiden Patel";"John Smith";">90";"Morning";4
"0151773a-f9f0-48c1-9f32-8b1bb3d6569e";"Inbound";"Product Queries";"Product Specific Information";"";"";"";"16/08/2023 10:13";"16/08/2023 10:16";"16-Aug-23";"Unknown";"Others";0;0;"Sarah Henderson";"Ava Wong";"Jennifer Nguyen";"On Job Training";"Morning";5
"01529101-d6f4-4f38-8e46-42acaa9a154c";"Inbound";"Shopzilla Related";"General Enquiry";"";"";"";"11/08/2023 10:33";"11/08/2023 10:40";"11-Aug-23";"Unknown";"Others";0;0;"Devon Daniel";"Olivia Wang";"Olivia Tan";"0-30";"Afternoon";3
"015305e6-875c-4ffc-b26b-5f09fed8c7b7";"Inbound";"Returns";"Wrong";"";"3f21aa84-2307-464a-a4d0-3ba3dddf27dd";"19/07/2023 20:30";"03/08/2023 05:52";"03/08/2023 08:39";"03-Aug-23";"SURAT";"Electronics";1399;0;"Kenneth Martin";"Aiden Patel";"John Smith";"31-60";"Morning";5
"015445de-7fa2-409c-ad33-69ace959a7b1";"Inbound";"Feedback";"UnProfessional Behaviour";"";"876d886d-bb5e-4aef-ac40-9c6ac251f5a9";"";"08/08/2023 20:28";"08/08/2023 20:35";"08-Aug-23";"Unknown";"Others";0;0;"Joshua Rodriguez";"Jackson Park";"William Kim";"On Job Training";"Evening";5
"01546de6-a84b-4b6e-a3d3-966c5faa7cdc";"Inbound";"Payments related";"Online Payment Issues";"Everything was good";"edbe18b7-7acf-45c8-9012-57c76305fe3b";"";"29/08/2023 22:23";"29/08/2023 22:25";"29-Aug-23";"Unknown";"Others";0;0;"Edwin Wilson";"Ethan Tan";"Michael Lee";">90";"Evening";5
"0155a84c-86c1-4e63-bb75-50c041b2e1bc";"Inbound";"Cancellation";"Not Needed";"";"df7b3fc1-df21-46b8-bde6-dd351012d808";"";"06/08/2023 00:50";"06/08/2023 02:07";"06-Aug-23";"Unknown";"Others";0;0;"Terry Young";"Madison Kim";"Michael Lee";"31-60";"Evening";1
"0156eba1-8603-4ee9-88aa-9290a23c5e0f";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"15/08/2023 14:54";"15/08/2023 15:38";"15-Aug-23";"Unknown";"Others";0;0;"Nathan Wilson";"Mia Patel";"John Smith";">90";"Morning";5
"015755a0-9109-4a16-b382-41c519c587f7";"Inbound";"Returns";"Missing";"Good";"36712006-25be-4139-bf89-4b4453207733";"";"29/08/2023 15:37";"29/08/2023 15:44";"29-Aug-23";"Unknown";"Others";0;0;"Brian Pugh";"Emily Yamashita";"William Kim";"On Job Training";"Evening";5
"01588a40-706f-49cc-ad93-f784e475a5e2";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"e5dd375f-81e1-45c6-b1b7-1a32b648264b";"";"02/08/2023 20:49";"02/08/2023 20:55";"02-Aug-23";"Unknown";"Others";0;0;"Allen Bowers";"Olivia Wang";"John Smith";">90";"Evening";5
"0159370e-2abe-4869-81b3-a9379921fe85";"Inbound";"Product Queries";"Product Specific Information";"";"";"";"11/08/2023 21:11";"11/08/2023 21:12";"11-Aug-23";"Unknown";"Others";0;0;"James Blackwell";"Jackson Park";"William Kim";"On Job Training";"Evening";5
"015c1e2b-a1e8-40e5-afcd-6d1fe47f0c09";"Inbound";"Returns";"Reverse Pickup Enquiry";"Time efforts is high ..to resolve an issue";"806eaabc-5078-4063-bf1d-21ba83cebd44";"";"17/08/2023 10:12";"17/08/2023 10:15";"17-Aug-23";"Unknown";"Others";0;0;"Shannon Hicks";"Aiden Patel";"Olivia Tan";">90";"Morning";4
"015c5138-f7fa-4a9d-8959-592f4bb93d64";"Outcall";"Returns";"Reverse Pickup Enquiry";"Shopzilla  ki return policy bahut cheap";"76cf01bf-d7d3-44fe-baa4-9a4745e355b2";"";"28/08/2023 12:21";"28/08/2023 00:00";"28-Aug-23";"Unknown";"Others";0;0;"Jeffrey Byrd";"Harper Wong";"William Kim";"On Job Training";"Evening";1
"015c7483-b565-49f1-bd42-5c545e8da520";"Inbound";"Returns";"Missing";"Good response thank you";"c0549902-e0f7-42a7-8de9-40d485eed2a3";"03/08/2023 08:02";"12/08/2023 12:39";"12/08/2023 12:41";"12-Aug-23";"CHITTOOR";"LifeStyle";379;0;"Kathryn Vasquez";"Noah Patel";"Michael Lee";">90";"Morning";5
"015e2aac-1966-4193-a285-b4cbedf4c0c5";"Inbound";"Order Related";"Installation/demo";"Product is vary bad";"";"";"12/08/2023 16:28";"12/08/2023 16:31";"12-Aug-23";"Unknown";"Others";0;0;"Ryan Bishop III";"Evelyn Kimura";"Jennifer Nguyen";"On Job Training";"Evening";5
"015e8d62-3a0f-422c-a97d-5940ed18fd08";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"03/08/2023 12:29";"03/08/2023 12:33";"03-Aug-23";"Unknown";"Others";0;0;"Melissa Castillo";"Elijah Yamaguchi";"Michael Lee";">90";"Night";5
"015f8f53-296f-4d31-8514-f303e61ebfc6";"Outcall";"Returns";"Reverse Pickup Enquiry";"";"bdcaeffd-d8da-4149-86d5-b5ea88ef954c";"";"26/08/2023 18:05";"26/08/2023 18:31";"26-Aug-23";"Unknown";"Others";0;0;"James Barr";"Olivia Suzuki";"Olivia Tan";"On Job Training";"Morning";4
"015fd1c7-059a-4c19-9e03-a24421d7e86e";"Outcall";"Returns";"Reverse Pickup Enquiry";"";"8b9bd9ea-2897-48d1-9318-9d12f20ce029";"";"02/08/2023 18:07";"02/08/2023 18:09";"02-Aug-23";"Unknown";"Others";0;0;"Brittany Nunez";"Emily Yamashita";"John Smith";"61-90";"Evening";5
"01600fc5-64ac-4bed-9816-6ccd081bcb82";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"431075cd-c38a-4afe-bbe8-5c6a80f34468";"";"01/08/2023 17:22";"01/08/2023 17:44";"01-Aug-23";"Unknown";"Others";0;0;"Daniel Woods";"Logan Lee";"Emily Chen";"61-90";"Evening";1
"01604829-2c6b-4982-bc8e-9aa52bef0187";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"48af3af5-84a3-498b-a89a-4326f93c79a0";"";"06/08/2023 17:33";"06/08/2023 17:33";"06-Aug-23";"Unknown";"Others";0;0;"Shannon Reyes";"Ava Wong";"William Kim";"On Job Training";"Evening";5
"0160cc0d-7737-45ef-9cca-df40cda58a62";"Inbound";"Order Related";"Delayed";"";"";"";"03/08/2023 22:59";"03/08/2023 23:01";"03-Aug-23";"Unknown";"Others";0;0;"Corey Gibson";"Alexander Tanaka";"Michael Lee";"0-30";"Evening";4
"01617be4-b51a-48f7-8d68-411424933f6a";"Inbound";"Feedback";"UnProfessional Behaviour";"";"ecd98195-95ac-4708-a4a4-4065ffd1212d";"26/07/2023 22:41";"08/08/2023 16:48";"08/08/2023 16:55";"08-Aug-23";"CUTTACK";"LifeStyle";395;0;"Brandy Shea";"Carter Park";"Michael Lee";">90";"Evening";1
"01650bcc-367a-499c-a5bf-ccbb0da7dd4a";"Inbound";"Returns";"Reverse Pickup Enquiry";"I am not fully satisfied with the the Shopzilla team mouth words because I want proper result practically from 1 month they are helping with only words no physical attemp they have make till date";"18e73983-972d-4a11-8ae6-21ffabdaff87";"";"10/08/2023 00:41";"10/08/2023 12:27";"10-Aug-23";"Unknown";"Others";0;0;"Amy Gonzalez";"Logan Lee";"Emily Chen";"61-90";"Evening";5
"0165cd8d-93b7-4ca7-869c-28667f87c87b";"Inbound";"Returns";"Return request";"";"5557f5e0-c546-4a55-9e8b-0cc21933f6fe";"";"21/08/2023 20:52";"21/08/2023 20:53";"21-Aug-23";"Unknown";"Others";0;0;"Christopher Dean";"Aiden Patel";"Olivia Tan";"On Job Training";"Evening";5
"0165e3e0-148e-4bb6-9a0a-f433c98998c4";"Inbound";"Order Related";"Delayed";"";"2314a577-0439-434a-a416-b7ced1c88b44";"22/08/2023 12:45";"31/08/2023 12:54";"31/08/2023 12:56";"31-Aug-23";"SHAHJAHANPUR";"Furniture";1299;0;"William Carey DVM";"William Park";"John Smith";"61-90";"Evening";4
"0165fbac-abcf-450a-9974-08b73c39fb82";"Inbound";"Returns";"Fraudulent User";"My according Shopzilla service has been good";"a26a4abf-7a7f-463f-a1c8-1e9fc06c4def";"";"22/08/2023 11:59";"22/08/2023 12:00";"22-Aug-23";"Unknown";"Others";0;0;"Thomas Martin";"Wyatt Kim";"Jennifer Nguyen";"On Job Training";"Morning";5
"01661f6b-1c4a-4bf5-bb83-8df31e9dc87a";"Inbound";"Order Related";"Installation/demo";"";"505e9c4b-8fb2-4df3-a494-b575cc6ef90e";"";"18/08/2023 15:37";"18/08/2023 15:40";"18-Aug-23";"Unknown";"Others";0;0;"Molly Wright";"Mia Patel";"John Smith";">90";"Morning";4
"016625e2-ace8-4088-b105-244e8638fad1";"Inbound";"Order Related";"Delayed";"";"1932254b-0672-49f2-9b88-ba13c579bd1b";"15/08/2023 10:36";"18/08/2023 12:50";"18/08/2023 12:51";"18-Aug-23";"LUCKNOW";"Home Appliences";1399;0;"Mary Powell";"Emma Park";"John Smith";"31-60";"Morning";1
"01678694-a128-475b-9fc8-94590674decb";"Outcall";"Returns";"Return request";"Good";"1c36a0a1-6a8d-4558-beaf-0115c08ddfbe";"";"24/08/2023 20:34";"24/08/2023 20:38";"24-Aug-23";"Unknown";"Others";0;0;"Laura Beck";"Noah Patel";"Emily Chen";">90";"Afternoon";5
"0169492f-afb9-4c8d-ac8b-6af3e9e352fb";"Inbound";"Order Related";"Order status enquiry";"Disgusting service ever";"";"";"13/08/2023 18:15";"13/08/2023 18:16";"13-Aug-23";"Unknown";"Others";0;0;"Russell Ramsey";"Zoe Yamamoto";"Emily Chen";">90";"Afternoon";1
"01698b22-066c-46ca-94a3-de14cb0d1ab0";"Inbound";"Cancellation";"Not Needed";"When I ordered the ps5 it was clearly mentioned on the product page that it was 2 days delivery means it should be deliver in monday 7th august. But now it is showing it will be delivered tomorrow. Why are you showing wrong information on the app??? Shopzilla logistics does not deliver things on time. Thatu2019s why I always preferred shopping on SuperBuy because there deliver the package before the delivery date.";"ef869d50-9864-4ace-9d8f-ea4238b0d25a";"";"07/08/2023 08:29";"07/08/2023 10:40";"07-Aug-23";"Unknown";"Others";0;0;"Robert Cook";"Mia Yamamoto";"Emily Chen";">90";"Evening";3
"0169a30d-4843-4db7-8c21-0d3cbb153d53";"Inbound";"Order Related";"Order status enquiry";"Worst experience from Shopzilla";"e6a0457b-4bde-4031-83dd-b78a3b863491";"23/07/2023 19:13";"03/08/2023 18:16";"03/08/2023 20:29";"03-Aug-23";"MUMBAI";"Mobile";32999;0;"Curtis Diaz";"Nathan Patel";"Jennifer Nguyen";"On Job Training";"Evening";1
"016a13a3-10d5-44f5-8341-d02cb4e547bd";"Inbound";"Returns";"Return request";"Execelent";"";"";"27/08/2023 17:02";"27/08/2023 17:08";"27-Aug-23";"Unknown";"Others";0;0;"Tina Harrington";"Carter Park";"Michael Lee";">90";"Morning";5
"016a1a38-89c4-438e-b43a-4e72f6b5e4d7";"Email";"Returns";"Reverse Pickup Enquiry";"Can't resolve my issue. Worst experience ever";"57cc4b86-6c30-4bf6-8568-efdff8a829d1";"";"21/08/2023 18:03";"21/08/2023 21:57";"21-Aug-23";"Unknown";"Others";0;0;"Nicole Green";"Elijah Yamaguchi";"John Smith";"61-90";"Evening";1
"016afe67-90f3-4a50-b4e3-d0f66978fe92";"Inbound";"Returns";"Reverse Pickup Enquiry";"Customer support service is nice";"";"";"27/08/2023 15:14";"27/08/2023 15:16";"27-Aug-23";"Unknown";"Others";0;0;"Dawn Whitaker";"Austin Johnson";"Michael Lee";"0-30";"Morning";5
"016b127f-54c4-41e1-9ebd-55bfe885d6a8";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"862fcdc4-04fd-46df-ac31-9c38af7523be";"";"25/08/2023 14:54";"25/08/2023 17:14";"25-Aug-23";"Unknown";"Others";0;0;"Carolyn Sullivan";"Brayden Wong";"Michael Lee";">90";"Afternoon";5
"016b208c-7b25-4e50-b2c6-888c3778958c";"Inbound";"Order Related";"Installation/demo";"";"6a0bcec6-c636-47ff-a528-295d2141c7e7";"";"06/08/2023 13:18";"06/08/2023 19:50";"06-Aug-23";"Unknown";"Others";0;0;"Wayne Jimenez";"Isabella Wong";"Emily Chen";">90";"Evening";5
"016b3cd5-5c4b-40af-b206-4badab44b72b";"Inbound";"Order Related";"Invoice request";"";"";"";"03/08/2023 21:11";"03/08/2023 21:19";"03-Aug-23";"Unknown";"Others";0;0;"Katrina Mendoza";"Emma Park";"John Smith";"31-60";"Morning";5
