timestamp,source_ip_address,destination_ip_address,source_port,destination_port,protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_type,attack_signature,action_taken,severity_level,user_information,device_information,network_segment,geo_location_data,proxy_information,firewall_logs,ids_ips_alerts,log_source
2020-10-30 21:29:26,164.139.1.184,52.158.21.89,40854,39777,ICMP,487,Data,FTP,IoC Detected,92.37,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Arnav Master,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/19.0.886.0 Safari/531.0",Segment C,"Shahjahanpur, Maharashtra",86.180.251.151,Log Data,Alert Data,Server
2021-05-19 16:07:30,77.128.155.4,191.95.251.157,12241,37334,ICMP,265,Data,FTP,No IoC Detected,27.87,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Shalv Seth,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/27.0.893.0 Safari/531.0",Segment A,"Shimoga, Kerala",?,Log Data,No Alert Data,Server
2022-04-09 12:24:02,37.43.21.4,104.229.219.233,13269,24583,ICMP,1343,Data,DNS,No IoC Detected,88.21,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Rania Venkatesh,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),Segment A,"Jalna, Andhra Pradesh",?,No Log Data,No Alert Data,Server
2023-04-07 04:16:54,142.245.152.233,99.181.157.119,51453,32119,UDP,704,Control,FTP,No IoC Detected,81.49,No Alert Triggered,DDoS,Known Pattern A,Logged,High,Pihu Bhagat,Mozilla/5.0 (Windows 98; Win 9x 4.90; pap-AW; rv:1.9.0.20) Gecko/5502-02-11 05:50:52 Firefox/3.6.12,Segment B,"Chinsurah, Sikkim",178.69.102.124,Log Data,No Alert Data,Firewall
2022-09-20 14:17:24,178.200.171.210,83.245.60.239,38041,35409,ICMP,994,Control,DNS,IoC Detected,25.62,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Ryan Sarin,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.10.5 (KHTML, like Gecko) Version/4.1 Safari/532.10.5",Segment A,"New Delhi, Goa",?,Log Data,Alert Data,Firewall
2021-03-20 06:29:02,102.131.236.197,27.209.149.180,19688,39466,TCP,273,Data,DNS,No IoC Detected,20.57,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Devansh Mandal,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/58.0.829.0 Safari/531.1",Segment A,"Rourkela, Chhattisgarh",160.252.192.255,Log Data,Alert Data,Server
2022-12-01 07:27:26,117.9.63.77,200.73.24.253,27823,10739,UDP,794,Data,HTTP,No IoC Detected,81.18,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Jayesh Dixit,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6 rv:3.0; gv-GB) AppleWebKit/531.26.2 (KHTML, like Gecko) Version/4.0 Safari/531.26.2",Segment B,"Pali, Himachal Pradesh",?,No Log Data,Alert Data,Firewall
2023-02-20 15:40:11,170.252.196.163,122.126.217.52,54492,43337,UDP,358,Data,HTTP,IoC Detected,11.33,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Neelofar Loke,Opera/9.69.(X11; Linux x86_64; fi-FI) Presto/2.9.174 Version/11.00,Segment B,"Fatehpur, Arunachal Pradesh",?,No Log Data,No Alert Data,Server
2022-08-22 19:46:10,146.111.76.180,123.174.54.248,18592,20328,ICMP,1351,Control,HTTP,No IoC Detected,77.85,No Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Tushar Vyas,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.4g9245.0 Mobile/21Z257 Safari/532.1",Segment B,"Ratlam, Gujarat",?,No Log Data,Alert Data,Server
2022-07-15 18:41:59,3.38.120.211,153.58.226.36,23227,57422,TCP,1219,Control,FTP,IoC Detected,67.88,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Faiyaz Chaudry,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; cy-GB) AppleWebKit/535.43.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.43.6",Segment C,"Kurnool, Odisha",?,Log Data,No Alert Data,Server
2021-04-13 11:50:14,23.124.51.156,122.247.224.73,21982,47767,TCP,937,Control,FTP,IoC Detected,18.22,No Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Amani Magar,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7047-03-13 05:45:10 Firefox/9.0,Segment B,"Gudivada, Uttar Pradesh",?,No Log Data,Alert Data,Firewall
2022-06-27 06:38:23,6.252.174.91,133.185.42.157,55465,65286,ICMP,257,Control,FTP,IoC Detected,84.03,Alert Triggered,DDoS,Known Pattern A,Logged,High,Anvi Gokhale,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/9.7w3302.0 Mobile/22Z379 Safari/536.2",Segment A,"Naihati, Tripura",128.87.169.12,Log Data,Alert Data,Firewall
2022-03-12 08:39:17,156.28.77.243,43.200.101.41,34274,33301,ICMP,446,Control,FTP,No IoC Detected,44.79,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Kartik Chokshi,Mozilla/5.0 (Windows 95; ar-YE; rv:1.9.0.20) Gecko/2129-01-17 18:28:24 Firefox/6.0,Segment B,"Ratlam, Uttar Pradesh",?,No Log Data,No Alert Data,Server
2020-10-18 22:13:19,129.216.222.154,42.54.99.132,12700,39940,ICMP,131,Data,DNS,IoC Detected,88.71,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Tanya Chadha,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),Segment A,"Gurgaon, Karnataka",?,Log Data,No Alert Data,Firewall
2023-01-05 15:11:52,210.97.11.132,209.227.234.24,60976,57508,TCP,725,Control,FTP,IoC Detected,77.85,No Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Veer Basu,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; id-ID) AppleWebKit/531.50.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.50.4",Segment B,"Panchkula, Meghalaya",18.69.106.64,No Log Data,No Alert Data,Server
2021-11-16 11:00:32,152.253.213.27,175.61.7.255,38931,45034,UDP,1157,Data,DNS,No IoC Detected,87.41,No Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Anahi Ghosh,Mozilla/5.0 (Windows CE; sat-IN; rv:1.9.0.20) Gecko/2198-08-25 20:03:06 Firefox/3.8,Segment C,"Munger, Uttar Pradesh",?,No Log Data,Alert Data,Firewall
2020-05-27 19:12:01,82.226.21.58,6.214.97.14,53521,58396,TCP,1176,Data,FTP,IoC Detected,28.32,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Rati Sani,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.14.5 (KHTML, like Gecko) Version/4.0 Safari/534.14.5",Segment A,"Madhyamgram, Uttar Pradesh",59.119.112.153,No Log Data,Alert Data,Firewall
2020-11-14 15:48:30,81.226.29.153,139.68.19.201,45339,59608,TCP,1091,Control,HTTP,IoC Detected,85.69,No Alert Triggered,Malware,Known Pattern A,Blocked,Low,Yuvaan Khurana,Mozilla/5.0 (Windows NT 5.01; sw-KE; rv:1.9.2.20) Gecko/9151-02-21 08:37:15 Firefox/3.6.2,Segment B,"Hospet, Andhra Pradesh",141.241.55.210,No Log Data,No Alert Data,Server
2021-06-22 22:12:29,174.116.115.133,12.114.233.221,5031,41552,UDP,734,Control,FTP,No IoC Detected,1.22,No Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Kanav Kashyap,Opera/9.81.(Windows CE; bho-IN) Presto/2.9.171 Version/12.00,Segment A,"Bhiwani, Himachal Pradesh",178.82.11.86,Log Data,No Alert Data,Firewall
2023-03-22 00:43:02,220.157.126.15,5.61.64.47,21621,63908,TCP,1462,Data,DNS,IoC Detected,37.02,No Alert Triggered,Malware,Known Pattern B,Ignored,High,Neelofar Kaur,Mozilla/5.0 (Android 1.0; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,Segment C,"Gaya, Telangana",21.118.86.168,No Log Data,Alert Data,Firewall
2021-10-03 08:08:12,181.126.248.182,194.161.13.2,20270,65472,ICMP,1316,Control,HTTP,No IoC Detected,77.08,Alert Triggered,Malware,Known Pattern A,Blocked,High,Sara Barman,Mozilla/5.0 (Android 7.1.1; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,Segment C,"Hyderabad, Gujarat",77.237.246.229,Log Data,Alert Data,Firewall
2022-09-25 14:14:06,140.34.167.83,123.150.121.34,30181,34172,UDP,836,Control,HTTP,No IoC Detected,92.77,No Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Dhruv Kadakia,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),Segment A,"Bhusawal, Meghalaya",199.221.161.69,No Log Data,No Alert Data,Server
2021-08-15 21:06:16,7.251.126.59,180.70.62.22,24843,2550,UDP,349,Data,FTP,IoC Detected,35.18,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Divij Saha,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/13.0.805.0 Safari/533.0",Segment C,"Dindigul, Sikkim",?,No Log Data,Alert Data,Firewall
2020-05-13 19:51:56,165.97.106.156,67.58.98.183,58701,32490,TCP,1032,Control,HTTP,No IoC Detected,45.2,No Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Tushar Mann,Opera/8.55.(X11; Linux x86_64; ks-IN) Presto/2.9.187 Version/10.00,Segment C,"Bhopal, Karnataka",?,No Log Data,No Alert Data,Firewall
2022-03-10 14:33:42,93.96.88.47,4.84.204.81,15282,62606,UDP,307,Data,FTP,No IoC Detected,10.19,Alert Triggered,Malware,Known Pattern B,Blocked,High,Zoya Chaudhary,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/13.7n6467.0 Mobile/40P095 Safari/534.2",Segment C,"Kozhikode, Maharashtra",?,Log Data,No Alert Data,Firewall
2020-11-01 21:11:21,113.57.80.194,34.215.231.165,11127,10521,ICMP,586,Data,HTTP,IoC Detected,31.28,No Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Saira Seth,Opera/9.12.(Windows 98; Win 9x 4.90; km-KH) Presto/2.9.168 Version/10.00,Segment A,"Nagpur, Goa",222.154.3.54,No Log Data,No Alert Data,Firewall
2021-05-19 00:55:23,157.245.94.79,188.112.9.190,42579,56073,TCP,1364,Control,HTTP,No IoC Detected,61.47,No Alert Triggered,Malware,Known Pattern B,Blocked,High,Yuvraj  Bhardwaj,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/13.8x3672.0 Mobile/98N980 Safari/534.0",Segment C,"Guna, Tripura",?,Log Data,No Alert Data,Firewall
2023-01-22 08:56:32,205.105.70.47,29.159.160.149,19029,36848,TCP,437,Data,DNS,No IoC Detected,77.63,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Dhruv Kurian,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; wa-BE) AppleWebKit/533.12.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.12.2",Segment C,"Gangtok, Nagaland",202.4.14.45,Log Data,Alert Data,Server
2021-08-04 22:47:27,133.71.144.101,37.174.184.172,35009,36937,UDP,1247,Data,HTTP,IoC Detected,60.75,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Kiaan Manda,Opera/8.90.(Windows NT 5.2; so-KE) Presto/2.9.180 Version/11.00,Segment A,"Bhopal, Karnataka",?,Log Data,No Alert Data,Firewall
2020-01-23 10:41:47,162.43.214.221,32.232.255.25,10413,34094,ICMP,250,Data,HTTP,No IoC Detected,36.08,No Alert Triggered,Malware,Known Pattern A,Logged,Low,Arhaan Subramaniam,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/62.0.890.0 Safari/532.0",Segment B,"Bardhaman, Manipur",213.36.53.3,Log Data,Alert Data,Firewall
2021-10-05 19:36:53,97.22.50.181,23.109.137.66,24246,30924,UDP,117,Data,HTTP,IoC Detected,72.22,No Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Zaina Bhardwaj,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),Segment A,"Bally, Jharkhand",73.231.51.114,No Log Data,Alert Data,Firewall
2021-05-06 02:40:42,126.17.138.202,48.162.121.171,36230,4774,ICMP,1489,Control,HTTP,No IoC Detected,15.66,No Alert Triggered,Malware,Known Pattern B,Logged,Low,Shayak Bhatnagar,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.882.0 Safari/531.0",Segment A,"Jhansi, Kerala",186.139.165.233,No Log Data,Alert Data,Server
2022-11-09 00:22:50,128.114.206.252,24.60.63.66,31468,12162,UDP,981,Control,FTP,IoC Detected,50.15,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Alia Srivastava,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.896.0 Safari/533.0",Segment C,"Haridwar, Punjab",?,No Log Data,Alert Data,Server
2021-11-08 12:23:35,176.60.46.42,30.71.46.31,57380,31000,UDP,526,Control,DNS,IoC Detected,29.67,No Alert Triggered,DDoS,Known Pattern B,Ignored,High,Biju Dhingra,Opera/8.79.(X11; Linux x86_64; aa-DJ) Presto/2.9.186 Version/11.00,Segment B,"Hosur, Meghalaya",157.46.55.201,Log Data,No Alert Data,Firewall
2022-05-07 18:49:10,86.29.164.155,60.28.207.176,31639,4331,ICMP,973,Control,HTTP,IoC Detected,21.22,No Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Prisha Sarma,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9; rv:1.9.5.20) Gecko/6404-11-01 04:13:53 Firefox/3.6.3,Segment C,"Siliguri, Madhya Pradesh",117.235.175.8,Log Data,No Alert Data,Firewall
2020-09-29 20:21:30,158.211.11.163,141.124.47.164,59184,17881,TCP,130,Data,DNS,IoC Detected,30.26,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Taran Madan,Mozilla/5.0 (Windows NT 5.01; ga-IE; rv:1.9.1.20) Gecko/7217-06-06 05:28:51 Firefox/3.6.5,Segment A,"Tirunelveli, Telangana",123.33.175.121,No Log Data,No Alert Data,Server
2021-09-26 05:54:38,130.20.100.118,15.79.62.125,25224,51026,ICMP,119,Control,FTP,IoC Detected,42.68,Alert Triggered,Malware,Known Pattern A,Logged,High,Akarsh Dugar,Opera/8.31.(X11; Linux i686; af-ZA) Presto/2.9.163 Version/12.00,Segment B,"Jaipur, Kerala",17.102.23.239,Log Data,Alert Data,Firewall
2020-09-13 02:43:17,159.193.40.74,221.156.131.41,59742,63677,TCP,844,Data,DNS,No IoC Detected,92.77,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Navya Dani,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hsb-DE) AppleWebKit/535.2.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.2.7",Segment B,"Shimoga, Manipur",190.122.220.190,Log Data,No Alert Data,Firewall
2021-03-10 20:15:41,168.98.40.255,169.20.115.165,59305,23817,UDP,1124,Control,FTP,IoC Detected,91.64,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Miraan Vasa,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; el-GR) AppleWebKit/531.50.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.50.5",Segment B,"Dehradun, Arunachal Pradesh",21.202.139.250,Log Data,No Alert Data,Server
2023-02-19 21:04:52,71.110.177.197,35.75.157.60,27612,19496,UDP,653,Data,FTP,No IoC Detected,9.63,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Devansh Walla,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.869.0 Safari/536.1",Segment C,"Varanasi, Mizoram",?,Log Data,No Alert Data,Server
2023-01-10 01:10:29,129.46.5.115,65.32.255.236,40878,61211,ICMP,1326,Data,DNS,No IoC Detected,38.66,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Shaan Agarwal,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/18.7x0066.0 Mobile/92K021 Safari/531.0",Segment B,"Jhansi, Jharkhand",?,Log Data,Alert Data,Firewall
2023-07-05 15:44:48,210.138.166.57,137.38.63.212,16342,37484,TCP,1216,Control,HTTP,IoC Detected,30.95,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mohanlal Mann,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2 rv:4.0; so-DJ) AppleWebKit/531.17.3 (KHTML, like Gecko) Version/4.0.1 Safari/531.17.3",Segment A,"Saharanpur, Andhra Pradesh",?,No Log Data,No Alert Data,Server
2021-06-25 10:38:44,11.73.1.201,103.114.84.29,47860,63972,ICMP,1381,Control,HTTP,IoC Detected,18.84,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Shray Sankar,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment B,"Jaunpur, Tamil Nadu",?,Log Data,Alert Data,Server
2023-06-05 13:22:39,69.116.72.156,104.122.251.184,24078,25664,ICMP,180,Control,FTP,No IoC Detected,60.53,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Tushar Deo,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ig-NG) AppleWebKit/532.17.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.17.6",Segment B,"Vadodara, Arunachal Pradesh",?,Log Data,No Alert Data,Server
2021-08-26 10:09:49,124.222.87.144,112.56.204.107,6961,13880,UDP,382,Control,FTP,No IoC Detected,95.56,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Shaan Deshmukh,Opera/9.64.(X11; Linux i686; sd-IN) Presto/2.9.186 Version/10.00,Segment A,"Baranagar, Haryana",?,No Log Data,Alert Data,Server
2021-04-03 09:59:17,158.188.202.44,119.252.30.242,20420,6919,ICMP,346,Control,DNS,No IoC Detected,58.04,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Nirvi Talwar,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.29.3 (KHTML, like Gecko) Version/4.0.3 Safari/533.29.3",Segment C,"Akola, Mizoram",89.167.221.98,Log Data,No Alert Data,Firewall
2022-01-12 23:55:39,220.253.190.119,137.105.112.217,25625,11360,UDP,340,Data,FTP,No IoC Detected,34.6,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Jivin Sandal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3 rv:5.0; zu-ZA) AppleWebKit/531.42.6 (KHTML, like Gecko) Version/4.1 Safari/531.42.6",Segment B,"Bareilly, Madhya Pradesh",?,Log Data,Alert Data,Server
2021-01-13 13:29:32,200.88.238.24,54.30.228.127,61582,10739,TCP,1388,Data,FTP,No IoC Detected,35.48,No Alert Triggered,Malware,Known Pattern B,Blocked,Low,Chirag Mander,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),Segment A,"Vadodara, Arunachal Pradesh",?,No Log Data,No Alert Data,Firewall
2022-06-25 11:18:25,16.120.213.127,97.114.202.23,10122,18984,TCP,870,Data,HTTP,No IoC Detected,89.94,Alert Triggered,Malware,Known Pattern A,Blocked,High,Ritvik Ahluwalia,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/54.0.824.0 Safari/535.0",Segment A,"Mysore, Rajasthan",177.16.226.230,Log Data,Alert Data,Server
2022-07-19 02:02:47,118.29.13.41,133.183.33.143,2916,31688,TCP,157,Control,DNS,IoC Detected,50.97,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Lakshay Yogi,"Mozilla/5.0 (Linux; Android 2.2.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/48.0.889.0 Safari/535.2",Segment B,"Bhilwara, Odisha",183.51.17.242,Log Data,No Alert Data,Firewall
2021-10-24 21:05:04,214.236.144.193,182.199.35.61,4999,32694,ICMP,1222,Control,DNS,No IoC Detected,64.35,No Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Amani Taneja,Mozilla/5.0 (Windows NT 5.01; da-DK; rv:1.9.1.20) Gecko/8083-04-20 16:24:36 Firefox/3.8,Segment C,"Jorhat, Chhattisgarh",210.137.209.22,Log Data,No Alert Data,Firewall
2023-08-20 15:05:15,149.161.100.251,36.246.218.124,11259,59627,ICMP,460,Data,FTP,No IoC Detected,83.87,No Alert Triggered,Malware,Known Pattern B,Ignored,High,Madhav Basak,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:5.0; pl-PL) AppleWebKit/532.31.1 (KHTML, like Gecko) Version/5.0.5 Safari/532.31.1",Segment A,"Ichalkaranji, Mizoram",?,No Log Data,Alert Data,Server
2021-02-01 11:51:28,59.148.125.103,23.3.16.249,40273,37775,ICMP,1065,Data,DNS,No IoC Detected,84.78,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Zeeshan Agate,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/27.0.850.0 Mobile/98N415 Safari/532.2",Segment A,"Nellore, Nagaland",56.22.213.107,Log Data,No Alert Data,Firewall
2021-03-03 04:21:44,182.34.41.10,128.140.25.21,46278,54937,UDP,351,Control,DNS,IoC Detected,81.02,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Fateh Gade,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),Segment A,"Ongole, Gujarat",148.81.58.153,Log Data,Alert Data,Server
2021-09-09 05:49:09,23.149.149.255,38.215.211.41,65157,40673,TCP,983,Data,DNS,IoC Detected,47.61,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Anahi Sami,Opera/8.48.(X11; Linux i686; da-DK) Presto/2.9.173 Version/11.00,Segment B,"Ajmer, Rajasthan",164.96.81.118,No Log Data,Alert Data,Server
2023-02-21 05:31:07,22.96.123.232,198.51.99.9,45733,31051,TCP,1396,Data,FTP,IoC Detected,34.87,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Abram Tank,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.12.2 (KHTML, like Gecko) Version/5.0 Safari/533.12.2",Segment C,"Bathinda, Tamil Nadu",?,Log Data,No Alert Data,Firewall
2020-09-12 22:02:42,90.247.42.187,81.8.7.3,15787,6748,ICMP,496,Control,DNS,No IoC Detected,57.84,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Mehul Hora,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6031-03-10 09:15:16 Firefox/4.0,Segment C,"Ajmer, Tripura",?,No Log Data,Alert Data,Firewall
2021-04-13 14:50:43,144.22.82.226,69.167.75.23,40913,65244,ICMP,1375,Control,FTP,IoC Detected,91.22,No Alert Triggered,DDoS,Known Pattern A,Blocked,High,Purab Gade,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2 rv:4.0; zu-ZA) AppleWebKit/533.30.6 (KHTML, like Gecko) Version/5.0 Safari/533.30.6",Segment C,"Panchkula, Sikkim",148.251.157.142,Log Data,No Alert Data,Server
2020-09-28 05:01:04,152.172.41.119,142.124.77.59,48772,49447,TCP,1475,Data,HTTP,No IoC Detected,12.08,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Eshani Khurana,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/37.0.829.0 Safari/536.2",Segment C,"Ongole, Goa",213.36.126.13,Log Data,No Alert Data,Server
2021-03-26 11:00:34,36.47.213.213,222.221.128.253,34224,59298,TCP,1361,Control,DNS,IoC Detected,87.96,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Shamik Deshpande,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/47.0.832.0 Safari/535.1",Segment C,"Thrissur, Goa",?,Log Data,Alert Data,Server
2020-06-20 15:18:13,79.86.7.89,13.175.244.145,61754,34413,UDP,132,Data,FTP,IoC Detected,69.17,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Tanya Shah,Opera/8.69.(X11; Linux i686; ga-IE) Presto/2.9.180 Version/11.00,Segment B,"Ramgarh, Karnataka",38.17.212.89,No Log Data,Alert Data,Server
2021-09-03 18:56:08,60.88.40.162,62.229.170.108,40970,10892,TCP,1340,Control,HTTP,No IoC Detected,6.79,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Anaya Saran,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),Segment A,"Thoothukudi, Meghalaya",117.86.204.129,No Log Data,Alert Data,Server
2023-01-30 05:08:48,213.193.85.62,187.14.55.204,14092,9089,TCP,211,Control,DNS,No IoC Detected,70.48,No Alert Triggered,Malware,Known Pattern A,Logged,High,Aniruddh Dixit,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6953-03-01 13:57:32 Firefox/3.8,Segment B,"Jalgaon, Haryana",?,No Log Data,No Alert Data,Server
2023-02-24 14:16:01,38.78.230.95,191.195.126.183,14002,5940,UDP,1114,Control,HTTP,No IoC Detected,62.4,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Rohan Mall,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fil-PH) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.12.6",Segment A,"Gulbarga, Uttar Pradesh",?,No Log Data,No Alert Data,Server
2021-07-09 01:50:56,146.220.16.153,188.89.93.2,13303,1880,ICMP,377,Data,HTTP,IoC Detected,26.6,No Alert Triggered,DDoS,Known Pattern B,Logged,Low,Neysa Dubey,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Bangalore, Sikkim",162.60.40.48,No Log Data,Alert Data,Firewall
2020-05-07 04:20:16,203.103.60.158,167.179.235.138,40555,43656,TCP,1352,Data,DNS,No IoC Detected,66.12,Alert Triggered,Malware,Known Pattern B,Blocked,High,Diya Krishnan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),Segment C,"Nizamabad, Maharashtra",38.144.139.169,Log Data,No Alert Data,Server
2020-09-27 13:10:29,209.145.153.96,66.240.148.178,12552,18438,UDP,908,Control,FTP,No IoC Detected,15.27,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Nitya Bhakta,Mozilla/5.0 (Android 3.2; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,Segment B,"Gaya, Rajasthan",?,No Log Data,Alert Data,Server
